112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,October 26 2014,,,October 27 2014,,,October 28 2014,,,October 29 2014,,,October 30 2014,,,October 31 2014,,,November 01 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,124,125,126,79,67,89,100,70,137,112,74,133,99,79,145,117,77,150,188,132,213
1:00,95,71,85,50,41,58,38,40,48,41,32,52,57,27,46,48,44,59,84,77,100
2:00,40,48,68,29,20,43,39,34,55,39,34,49,41,44,81,39,33,65,72,74,87
3:00,35,39,33,29,27,55,39,37,60,30,27,75,38,34,84,28,35,75,46,62,72
4:00,31,37,57,70,69,169,71,78,176,79,80,189,65,83,191,75,72,181,51,43,72
5:00,40,33,98,195,266,581,214,288,573,218,273,553,209,270,614,216,239,564,67,76,155
6:00,90,76,120,516,541,852,537,550,818,529,579,803,546,526,828,468,491,728,136,131,236
7:00,137,109,180,756,737,869,733,761,855,713,740,729,770,762,862,694,727,784,269,166,276
8:00,179,133,215,728,750,747,703,770,772,707,770,763,697,733,754,677,734,732,301,243,379
9:00,300,203,284,643,640,594,613,673,664,640,650,618,614,661,607,585,620,633,431,341,433
10:00,462,384,424,543,522,559,495,532,520,539,514,578,527,566,524,500,570,505,441,411,492
11:00,384,383,390,422,442,490,435,419,467,457,451,527,435,421,494,470,474,509,500,475,506
12:00,392,367,398,443,465,405,439,394,437,435,409,477,426,428,427,488,473,489,529,559,486
13:00,398,340,388,474,415,491,444,434,466,458,449,474,444,438,464,472,480,457,558,565,511
14:00,516,516,467,428,472,513,446,519,495,436,486,516,444,477,495,505,544,511,502,570,508
15:00,439,480,414,459,516,511,451,501,480,464,542,490,464,516,501,463,530,483,487,574,484
16:00,387,463,574,458,519,515,494,509,519,511,556,533,505,559,492,504,592,530,516,547,492
17:00,367,503,707,457,533,499,481,546,504,466,521,510,459,568,513,478,623,571,515,617,544
18:00,386,396,440,436,495,498,403,467,467,463,519,479,444,494,467,445,527,453,495,561,528
19:00,310,295,388,346,348,381,371,365,388,383,373,435,320,365,383,442,447,464,404,387,431
20:00,258,215,318,243,230,237,262,287,287,255,239,289,244,258,254,289,312,325,325,256,324
21:00,179,185,242,169,190,219,197,203,241,214,220,258,184,179,245,330,269,318,223,229,243
22:00,147,125,201,169,139,202,164,137,222,171,145,193,174,170,244,342,269,316,191,196,215
23:00,114,104,158,133,99,135,111,89,138,124,94,155,151,119,142,251,214,240,165,144,191
TOTAL,5810,5630,6775,8275,8543,9712,8280,8703,9789,8484,8777,9878,8357,8777,9857,8926,9396,10142,7496,7436,7978
