112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 26 2014,,October 27 2014,,October 28 2014,,October 29 2014,,October 30 2014,,October 31 2014,,November 01 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,93,94,36,30,55,45,48,46,43,44,47,51,69,82
1:00,47,47,12,21,32,34,28,27,19,38,33,30,47,62
2:00,50,44,9,18,18,20,10,22,6,20,20,24,40,58
3:00,23,25,11,13,11,18,14,13,15,15,11,15,34,32
4:00,19,16,13,9,12,17,7,11,6,13,11,15,21,23
5:00,12,16,11,29,24,31,17,34,21,24,21,26,25,21
6:00,16,17,42,46,72,53,76,56,56,52,62,59,21,19
7:00,29,35,101,118,104,121,199,164,124,124,117,116,49,43
8:00,61,72,153,160,156,153,167,188,166,171,173,169,63,96
9:00,89,176,158,180,171,170,171,182,190,207,178,184,145,215
10:00,179,243,211,203,172,193,186,208,190,225,215,229,298,347
11:00,200,230,222,228,191,230,206,252,199,223,231,254,257,290
12:00,203,246,245,276,232,261,251,249,244,276,262,290,301,354
13:00,256,274,274,301,261,293,241,292,259,309,332,390,310,370
14:00,308,345,264,304,274,279,263,292,298,303,316,332,321,343
15:00,303,306,285,317,301,325,276,298,309,335,360,378,313,355
16:00,339,325,338,344,318,348,359,369,357,368,402,426,346,382
17:00,247,296,438,426,434,420,458,430,462,442,466,390,300,360
18:00,239,276,467,428,488,435,493,472,496,461,427,407,290,320
19:00,195,228,294,355,344,385,327,328,229,365,318,342,227,272
20:00,151,188,179,206,249,281,194,227,199,260,200,254,182,204
21:00,122,124,166,150,132,172,164,184,149,174,161,205,146,163
22:00,81,78,88,110,104,121,106,111,144,128,148,161,105,124
23:00,59,59,49,46,66,57,55,71,82,71,117,128,100,102
TOTAL,3321,3760,4066,4318,4221,4462,4316,4526,4263,4648,4628,4875,4010,4637
