112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 26 2014,,October 27 2014,,October 28 2014,,October 29 2014,,October 30 2014,,October 31 2014,,November 01 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,51,57,41,44,32,32,33,40,33,36,38,51,43,65
1:00,21,27,22,26,15,18,17,18,11,27,18,24,29,42
2:00,18,28,8,12,7,19,11,18,3,15,16,14,25,35
3:00,13,17,3,8,2,8,9,7,6,11,8,15,19,24
4:00,12,8,6,10,12,16,10,13,5,21,7,9,8,14
5:00,5,11,10,33,22,34,16,27,16,44,27,31,13,15
6:00,10,10,49,69,75,68,58,75,50,66,69,89,12,22
7:00,20,38,116,154,122,157,131,161,127,157,147,160,42,56
8:00,37,85,218,241,221,263,232,238,244,249,201,255,47,99
9:00,71,203,136,194,168,225,150,215,169,218,168,229,81,156
10:00,119,186,126,218,168,241,134,179,146,218,156,256,110,201
11:00,134,216,132,214,135,208,113,225,151,222,172,255,146,300
12:00,131,223,159,304,160,276,153,284,179,285,203,361,176,347
13:00,148,235,160,324,160,335,195,281,196,346,213,380,238,369
14:00,181,304,180,282,208,273,185,320,191,295,212,369,213,380
15:00,178,296,211,326,173,289,188,276,217,340,218,366,222,351
16:00,146,266,244,321,230,348,227,308,230,319,282,370,226,327
17:00,163,283,238,335,228,315,233,341,236,323,281,391,234,328
18:00,162,217,239,343,231,330,241,332,240,343,235,369,205,294
19:00,116,217,204,336,188,324,188,292,197,284,194,289,147,253
20:00,80,172,114,168,124,193,129,196,180,199,156,217,106,163
21:00,56,102,85,122,91,130,90,135,114,142,129,204,97,135
22:00,39,58,63,88,68,89,77,102,87,102,95,152,82,98
23:00,50,51,29,45,50,51,37,46,49,64,78,117,48,77
TOTAL,1961,3310,2793,4217,2890,4242,2857,4129,3077,4326,3323,4973,2569,4151
