112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 07 2014,,December 08 2014,,December 09 2014,,December 10 2014,,December 11 2014,,December 12 2014,,December 13 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,64,66,37,34,42,41,49,61,59,64,62,72,82,83
1:00,46,59,21,28,21,39,26,34,23,26,32,33,48,45
2:00,33,44,11,14,14,12,20,21,15,16,17,18,38,39
3:00,37,29,12,13,11,24,15,18,14,11,19,15,29,37
4:00,21,13,13,11,7,13,13,13,14,17,10,20,11,25
5:00,17,10,13,26,23,49,21,28,20,31,19,27,15,22
6:00,18,13,47,32,48,49,60,51,53,50,48,54,28,31
7:00,25,31,93,93,113,111,115,116,107,116,93,110,40,43
8:00,52,58,146,157,145,181,155,165,151,160,148,171,81,124
9:00,87,205,186,200,157,180,175,195,160,203,167,182,135,231
10:00,172,295,267,274,212,213,209,231,205,223,252,232,269,333
11:00,261,290,402,348,237,270,259,268,220,253,261,303,275,312
12:00,349,334,258,318,251,283,258,279,267,295,300,347,355,380
13:00,339,401,305,341,277,311,274,339,286,325,303,357,348,389
14:00,472,430,289,332,270,345,291,326,264,313,347,369,346,370
15:00,458,422,338,352,332,366,310,339,313,314,372,371,359,361
16:00,273,287,373,429,332,372,371,367,344,401,397,420,356,402
17:00,231,255,361,422,444,441,358,388,421,412,478,410,318,335
18:00,296,319,366,440,477,447,269,423,403,455,458,448,297,300
19:00,163,196,221,346,311,349,258,355,334,333,339,373,248,281
20:00,124,163,178,205,207,220,180,236,223,251,224,231,165,204
21:00,121,133,152,176,152,169,160,203,155,185,169,195,141,160
22:00,85,82,93,95,130,112,133,124,104,118,150,169,107,109
23:00,62,47,61,65,61,54,71,55,73,72,127,108,117,133
TOTAL,3806,4182,4243,4751,4274,4651,4050,4635,4228,4644,4792,5035,4208,4749
