112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,December 07 2014,,,December 08 2014,,,December 09 2014,,,December 10 2014,,,December 11 2014,,,December 12 2014,,,December 13 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,129,115,147,81,68,90,104,79,132,101,86,163,111,83,156,116,70,142,162,137,193
1:00,65,66,63,43,38,57,51,33,54,44,41,50,39,42,58,49,47,74,82,78,75
2:00,44,36,63,28,27,40,40,27,68,37,37,72,43,26,67,40,34,66,43,51,61
3:00,29,37,36,37,36,64,29,24,73,35,34,58,34,35,77,32,34,93,28,38,55
4:00,30,33,61,59,64,193,80,85,167,79,87,186,81,90,195,56,85,162,46,31,82
5:00,50,31,95,214,271,616,218,278,614,210,257,635,212,275,617,218,273,603,77,73,185
6:00,92,86,145,531,569,816,570,566,797,503,560,818,514,542,800,465,504,760,143,127,285
7:00,154,134,184,744,741,871,754,781,868,787,783,872,768,777,908,675,707,870,262,184,358
8:00,190,138,244,760,780,788,747,782,776,725,814,794,738,790,796,706,793,747,317,257,376
9:00,268,205,361,651,629,650,665,647,698,662,631,675,639,642,661,628,651,697,430,332,485
10:00,466,397,485,555,522,573,543,503,551,541,538,617,539,566,594,564,533,593,494,438,596
11:00,430,398,484,444,449,449,449,445,499,460,442,503,465,433,529,532,481,574,515,518,594
12:00,460,432,508,455,420,485,433,439,453,448,459,473,461,422,481,508,530,530,538,500,548
13:00,473,542,566,458,425,480,459,505,498,484,484,530,446,428,506,518,504,520,568,581,597
14:00,479,502,478,439,493,551,449,484,569,457,492,526,418,490,516,513,560,580,545,550,586
15:00,346,326,375,452,552,537,441,519,542,447,514,520,456,510,539,492,585,615,505,605,661
16:00,346,321,385,473,560,515,477,525,565,451,495,551,482,541,528,497,634,591,485,525,575
17:00,385,418,419,450,552,532,480,569,526,469,530,541,493,542,556,496,593,536,490,676,629
18:00,515,514,554,371,404,468,442,476,466,380,471,487,405,469,487,541,606,562,595,662,622
19:00,340,317,350,300,325,371,354,368,421,333,338,384,359,353,374,486,497,505,438,432,458
20:00,248,207,261,210,214,252,255,230,284,238,238,255,241,225,286,304,285,372,288,241,317
21:00,173,177,251,168,201,219,175,173,213,192,203,218,194,183,261,238,233,259,218,246,284
22:00,143,137,206,170,150,228,168,132,222,142,147,212,192,147,233,215,195,265,211,182,261
23:00,121,93,138,113,91,151,127,98,165,120,85,147,122,109,153,174,161,199,192,153,217
TOTAL,5976,5662,6859,8206,8581,9996,8510,8768,10221,8345,8766,10287,8452,8720,10378,9063,9595,10915,7672,7617,9100
