112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 07 2014,,December 08 2014,,December 09 2014,,December 10 2014,,December 11 2014,,December 12 2014,,December 13 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,47,55,18,29,31,28,33,32,32,36,40,38,45,49
1:00,23,32,15,10,15,16,21,16,15,22,18,24,36,29
2:00,16,24,10,9,9,7,9,15,8,14,10,7,19,19
3:00,9,16,7,7,11,7,10,9,12,15,10,10,11,17
4:00,9,11,5,12,11,16,8,12,4,17,8,18,12,15
5:00,7,9,17,39,15,31,19,26,23,31,19,47,3,8
6:00,10,11,48,66,62,63,49,69,46,70,39,68,14,36
7:00,22,29,127,164,103,170,128,151,124,168,120,166,36,64
8:00,33,74,215,229,205,227,203,251,208,255,209,270,53,96
9:00,76,249,136,193,170,207,152,254,169,210,160,222,57,142
10:00,114,184,137,225,143,244,132,201,144,223,167,266,125,224
11:00,129,260,163,265,162,262,158,283,186,254,185,291,160,291
12:00,152,303,196,298,186,282,197,287,193,304,199,346,192,357
13:00,198,359,214,334,225,346,205,342,212,321,209,356,220,392
14:00,217,356,214,279,197,313,215,313,184,288,250,346,236,399
15:00,152,258,244,314,210,297,228,307,238,308,228,335,223,362
16:00,149,250,239,311,233,340,240,339,219,286,276,363,230,355
17:00,175,262,191,330,257,343,150,336,234,312,297,387,234,323
18:00,183,276,224,322,182,277,193,283,193,304,267,339,188,308
19:00,113,220,157,253,158,240,176,249,170,246,212,306,153,241
20:00,92,143,145,175,131,194,139,193,154,214,151,206,106,165
21:00,70,110,98,131,91,155,95,129,109,143,98,165,79,138
22:00,52,64,59,63,66,79,69,84,69,79,85,133,74,102
23:00,23,53,45,42,61,56,47,49,46,67,58,96,50,78
TOTAL,2071,3608,2924,4100,2934,4200,2876,4230,2992,4187,3315,4805,2556,4210
