176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 05 2014,,October 06 2014,,October 07 2014,,October 08 2014,,October 09 2014,,October 10 2014,,October 11 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,188,132,89,52,124,65,116,58,107,61,112,70,236,171
1:00,138,81,50,33,72,27,93,46,74,28,83,45,119,77
2:00,94,43,52,13,48,22,57,25,58,18,63,36,76,53
3:00,68,35,26,21,29,18,60,17,43,13,42,20,50,32
4:00,44,22,28,17,42,14,49,10,36,13,37,20,45,20
5:00,32,14,50,21,53,33,68,27,62,35,64,21,40,25
6:00,54,19,149,57,131,73,150,66,144,59,148,79,63,30
7:00,80,39,257,176,280,169,306,185,283,191,211,135,104,50
8:00,143,69,309,230,295,239,317,266,333,248,267,200,184,107
9:00,206,115,340,310,319,246,322,248,343,257,308,220,206,157
10:00,327,194,368,285,340,227,332,247,348,235,347,234,387,257
11:00,387,284,371,282,368,234,369,255,359,237,398,304,437,315
12:00,470,330,436,351,393,327,432,279,452,294,443,346,496,375
13:00,549,381,464,369,451,308,438,338,429,324,502,390,507,405
14:00,575,406,485,385,455,358,485,412,457,374,558,388,579,455
15:00,558,351,555,494,506,443,609,590,569,453,570,468,556,419
16:00,503,365,714,675,622,565,751,720,720,627,689,607,573,396
17:00,548,415,854,754,793,758,789,722,818,792,779,672,535,399
18:00,504,384,865,825,838,781,812,813,847,775,767,682,537,387
19:00,447,319,628,513,748,640,719,630,729,573,740,548,543,345
20:00,451,303,425,303,547,418,533,408,569,429,496,400,488,328
21:00,317,200,294,229,350,264,418,286,375,293,350,235,348,225
22:00,185,130,301,222,233,176,283,226,275,194,314,237,270,198
23:00,133,90,173,98,163,90,182,125,191,111,244,166,240,154
TOTAL,7001,4721,8283,6715,8200,6495,8690,6999,8621,6634,8532,6523,7619,5380
