176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 05 2014,,October 06 2014,,October 07 2014,,October 08 2014,,October 09 2014,,October 10 2014,,October 11 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,108,99,50,51,69,73,77,68,82,73,75,81,132,140
1:00,46,74,14,28,40,39,45,46,32,46,44,48,72,76
2:00,28,37,10,24,19,20,22,23,29,29,24,32,30,22
3:00,24,22,8,19,20,20,13,26,13,23,18,33,26,30
4:00,19,18,10,14,14,15,12,10,8,28,11,16,24,21
5:00,12,19,31,40,29,31,29,24,33,37,21,34,14,19
6:00,27,35,105,160,112,164,126,172,70,132,73,86,31,37
7:00,68,62,205,248,223,294,220,273,186,275,155,200,45,51
8:00,69,85,240,264,276,305,263,317,257,274,203,214,89,76
9:00,95,92,257,234,202,264,212,242,190,235,161,179,125,119
10:00,166,188,199,205,159,201,167,187,169,201,156,185,141,178
11:00,206,229,209,212,171,209,168,203,188,216,190,241,236,267
12:00,237,231,224,196,204,214,207,213,190,225,247,264,271,290
13:00,246,290,249,222,202,233,207,227,224,233,258,270,272,299
14:00,272,328,290,283,242,269,234,269,264,266,285,306,345,314
15:00,313,307,370,322,271,310,302,332,348,325,351,328,272,280
16:00,320,284,438,384,378,374,410,406,414,390,362,387,363,324
17:00,331,291,498,390,415,366,414,409,479,360,389,436,346,299
18:00,334,292,459,375,404,380,435,422,441,417,335,411,324,315
19:00,244,268,275,305,313,368,375,415,357,366,317,381,257,277
20:00,215,253,226,267,268,284,234,282,272,359,280,324,254,298
21:00,158,160,178,196,200,221,217,245,201,201,219,227,196,189
22:00,108,111,154,172,136,121,124,145,147,145,156,197,173,168
23:00,78,71,93,77,95,89,88,85,108,132,127,116,129,117
TOTAL,3724,3846,4792,4688,4462,4864,4601,5041,4702,4988,4457,4996,4167,4206
