176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,October 05 2014,,,October 06 2014,,,October 07 2014,,,October 08 2014,,,October 09 2014,,,October 10 2014,,,October 11 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,70,89,73,38,64,44,90,130,79,74,117,95,93,121,96,93,109,92,92,129,105
1:00,59,61,45,28,43,22,29,44,33,26,50,29,33,44,25,38,44,32,30,58,35
2:00,25,38,24,22,39,16,34,58,38,32,42,56,35,41,39,42,55,46,28,40,25
3:00,23,36,22,24,43,21,33,52,35,40,38,39,30,41,28,34,40,32,23,35,21
4:00,21,25,18,71,84,55,75,96,63,87,95,61,66,119,72,66,109,61,28,48,41
5:00,40,51,26,236,314,226,258,307,221,278,319,256,261,307,254,230,265,213,53,73,64
6:00,61,84,52,394,529,387,455,510,423,445,545,426,428,560,443,369,416,350,78,127,95
7:00,111,149,122,479,675,610,507,770,640,533,751,651,551,774,662,487,682,566,136,204,166
8:00,103,176,111,455,671,600,422,724,596,403,680,605,413,673,585,404,573,496,196,281,214
9:00,183,240,178,353,536,453,378,559,478,397,576,453,379,515,430,343,460,401,274,291,265
10:00,297,384,293,303,489,428,307,427,392,316,437,352,319,463,364,350,465,397,317,428,353
11:00,302,424,323,302,416,377,293,373,332,311,380,303,281,397,346,333,393,371,281,398,299
12:00,270,393,330,246,367,311,279,357,314,255,410,337,263,398,313,311,413,352,300,493,396
13:00,312,416,335,306,368,374,247,352,334,291,373,333,277,376,347,330,410,362,334,419,374
14:00,329,421,303,329,410,329,274,410,355,285,370,323,288,416,384,366,457,362,290,421,312
15:00,330,408,299,411,456,433,324,477,426,356,431,436,368,434,425,372,453,448,314,374,308
16:00,332,394,309,471,509,437,400,461,430,403,451,434,413,452,422,385,445,424,349,421,309
17:00,300,380,270,425,521,476,402,467,454,394,514,421,448,487,493,347,453,389,296,407,290
18:00,273,345,297,348,363,367,352,416,361,314,411,361,353,451,429,346,416,349,285,414,285
19:00,225,305,226,238,288,219,263,334,280,283,360,295,248,315,276,276,375,335,253,353,303
20:00,174,264,196,141,187,135,193,279,175,187,254,188,214,257,188,190,288,200,186,251,196
21:00,138,214,127,135,192,113,132,176,110,167,215,127,140,193,159,172,206,143,129,230,150
22:00,72,144,92,141,175,111,108,135,103,92,133,85,121,164,111,125,188,146,103,161,121
23:00,73,105,60,83,131,60,78,108,59,80,109,62,91,138,72,83,153,99,114,152,98
TOTAL,4123,5546,4131,5979,7870,6604,5933,8022,6731,6049,8061,6728,6113,8136,6963,6092,7868,6666,4489,6208,4825
