112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 05 2014,,October 06 2014,,October 07 2014,,October 08 2014,,October 09 2014,,October 10 2014,,October 11 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,80,73,40,38,37,37,53,49,37,55,56,43,62,80
1:00,41,59,15,21,23,31,20,26,21,25,24,39,52,55
2:00,42,50,9,11,12,17,16,15,12,14,30,31,38,39
3:00,25,32,14,11,13,17,9,14,7,12,12,15,28,20
4:00,11,16,8,16,8,10,9,13,12,11,12,15,16,21
5:00,18,10,13,29,19,27,14,33,18,29,22,28,18,16
6:00,11,14,41,47,64,47,50,51,58,53,57,45,20,24
7:00,23,28,97,105,107,99,115,126,107,93,100,116,37,47
8:00,47,69,152,150,169,166,148,151,144,127,116,150,69,112
9:00,92,187,183,197,178,190,166,191,172,184,166,179,126,158
10:00,229,323,262,224,199,212,201,225,206,228,194,240,230,297
11:00,269,264,259,247,200,246,259,273,206,248,228,261,285,353
12:00,272,300,327,318,235,329,294,299,246,304,292,340,296,334
13:00,330,367,331,329,285,328,286,296,279,287,291,312,329,390
14:00,298,325,344,305,301,317,292,313,282,293,327,344,357,368
15:00,317,325,384,381,320,324,325,326,309,308,317,330,294,311
16:00,332,329,434,400,344,378,323,362,418,373,381,391,302,304
17:00,309,305,505,452,439,453,325,406,446,428,449,432,291,344
18:00,227,251,464,437,502,453,458,462,502,443,423,414,256,278
19:00,198,232,277,286,342,373,337,328,328,359,350,364,227,266
20:00,187,205,170,203,215,259,219,261,240,261,209,230,156,230
21:00,138,155,156,155,161,180,169,175,175,190,153,181,138,159
22:00,74,100,130,133,95,119,120,127,110,112,122,141,119,134
23:00,59,47,54,66,58,52,54,73,70,83,113,119,81,100
TOTAL,3629,4066,4669,4561,4326,4664,4262,4595,4405,4520,4444,4760,3827,4440
