112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 22 2014,,June 23 2014,,June 24 2014,,June 25 2014,,June 26 2014,,June 27 2014,,June 28 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,73,103,61,56,49,49,50,69,59,69,61,74,67,91
1:00,30,69,32,29,31,30,29,42,38,44,37,30,62,53
2:00,25,28,21,15,21,14,26,21,18,20,23,24,44,42
3:00,20,37,14,14,13,11,14,18,19,22,25,21,21,27
4:00,14,15,12,11,9,18,12,20,14,15,10,12,23,19
5:00,4,14,15,34,11,21,16,34,23,23,21,24,16,21
6:00,12,12,41,40,64,56,40,33,61,41,53,54,13,17
7:00,31,38,101,119,98,109,141,140,108,123,83,100,41,49
8:00,41,71,107,160,104,147,246,214,148,158,111,150,77,92
9:00,55,97,147,195,138,155,167,170,154,171,145,159,106,130
10:00,138,158,159,217,178,222,169,214,171,188,211,230,192,212
11:00,211,272,236,255,200,266,218,229,224,268,196,278,241,259
12:00,210,286,278,305,235,288,231,311,261,312,279,324,292,305
13:00,264,342,282,330,235,335,254,300,276,298,296,331,331,369
14:00,279,348,298,358,259,298,264,334,275,310,276,325,314,375
15:00,263,333,265,328,295,318,295,308,275,340,327,354,265,339
16:00,224,330,358,375,320,271,327,380,298,360,354,373,269,317
17:00,207,268,359,425,412,416,351,387,435,405,407,396,287,357
18:00,237,302,422,422,459,455,432,444,446,442,405,407,193,258
19:00,184,267,313,362,309,327,321,352,298,324,326,356,191,250
20:00,175,203,221,256,239,277,249,250,226,265,249,292,157,215
21:00,141,170,161,169,165,179,179,210,162,183,157,188,136,159
22:00,97,123,106,126,117,133,127,134,118,111,126,166,118,164
23:00,73,89,90,85,70,86,93,103,86,88,113,129,92,91
TOTAL,3008,3975,4099,4686,4031,4481,4251,4717,4193,4580,4291,4797,3548,4211
