112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 22 2014,,June 23 2014,,June 24 2014,,June 25 2014,,June 26 2014,,June 27 2014,,June 28 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,36,63,24,41,24,36,36,46,41,39,46,39,57,64
1:00,21,23,17,28,15,27,12,27,20,33,14,22,25,44
2:00,10,21,6,14,14,21,5,13,7,11,12,14,23,26
3:00,12,20,5,9,5,9,11,10,5,14,11,12,12,20
4:00,4,11,5,13,7,13,6,19,12,18,8,20,6,18
5:00,4,15,18,33,12,31,18,28,18,40,20,37,8,14
6:00,10,11,52,70,43,82,44,68,53,66,50,64,21,27
7:00,28,34,121,154,117,143,129,150,133,162,107,151,36,69
8:00,25,77,151,226,171,216,190,219,173,232,166,221,63,85
9:00,61,177,134,181,136,192,123,192,145,200,134,192,85,134
10:00,110,206,127,207,131,188,148,193,129,199,130,246,116,210
11:00,125,236,151,233,134,226,151,239,153,222,159,264,150,290
12:00,149,257,180,290,169,258,179,291,178,280,184,315,177,327
13:00,164,322,189,320,194,320,191,300,196,330,228,346,206,348
14:00,184,315,198,310,198,292,193,313,197,312,219,331,227,335
15:00,156,261,192,293,193,309,211,302,205,291,238,333,175,321
16:00,144,266,212,287,253,329,233,313,250,319,295,340,196,267
17:00,155,244,219,339,240,323,243,318,244,338,271,384,173,305
18:00,167,226,243,291,226,316,234,296,220,291,228,362,183,231
19:00,140,227,187,279,170,293,184,288,186,278,220,312,129,234
20:00,103,187,127,179,161,189,130,220,135,217,148,268,110,185
21:00,84,139,85,158,117,173,123,168,104,158,107,172,90,147
22:00,64,96,77,100,70,114,93,123,67,121,88,149,74,113
23:00,58,79,59,58,55,65,63,75,47,78,57,98,46,97
TOTAL,2014,3513,2779,4113,2855,4165,2950,4211,2918,4249,3140,4692,2388,3911
