112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,April 20 2014,,April 21 2014,,April 22 2014,,April 23 2014,,April 24 2014,,April 25 2014,,April 26 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,56,69,54,48,56,54,50,55,48,51,54,60,84,88
1:00,33,42,15,21,25,29,37,33,36,41,29,44,47,42
2:00,36,36,11,14,19,14,17,18,18,21,16,22,33,40
3:00,26,25,7,14,13,14,11,14,13,19,7,15,24,20
4:00,14,13,7,11,14,14,8,16,11,9,17,19,18,21
5:00,11,11,10,29,20,31,19,31,19,26,16,21,11,17
6:00,5,14,36,47,52,48,51,58,54,51,39,46,14,22
7:00,22,23,97,116,110,112,125,125,130,118,101,116,39,58
8:00,53,90,136,137,148,170,119,166,137,160,149,155,77,100
9:00,86,154,158,196,167,194,168,185,153,187,173,196,136,202
10:00,157,274,225,241,203,210,197,221,219,239,208,248,244,284
11:00,189,243,233,267,220,175,224,265,219,220,264,202,245,218
12:00,193,264,268,319,260,217,247,289,268,273,269,272,268,233
13:00,255,337,270,325,242,301,246,326,276,303,285,317,272,315
14:00,255,352,265,302,244,241,240,285,274,286,318,286,325,299
15:00,235,305,310,333,295,265,304,318,250,222,312,212,327,310
16:00,212,271,329,360,297,364,360,372,346,365,384,361,311,297
17:00,193,223,422,436,414,387,448,429,378,347,425,308,279,325
18:00,203,247,477,444,480,469,412,436,459,470,413,449,240,322
19:00,194,219,323,344,339,344,375,370,345,368,351,372,251,299
20:00,187,183,195,242,209,243,226,245,225,252,211,261,187,206
21:00,173,138,180,166,163,205,170,215,155,204,151,201,138,147
22:00,116,82,117,131,109,109,108,129,115,157,155,170,123,117
23:00,69,66,66,68,73,70,79,77,69,88,99,117,104,105
TOTAL,2973,3681,4211,4611,4172,4280,4241,4678,4217,4477,4446,4470,3797,4087
