112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,April 20 2014,,,April 21 2014,,,April 22 2014,,,April 23 2014,,,April 24 2014,,,April 25 2014,,,April 26 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,119,102,117,66,50,52,125,84,123,111,73,120,132,79,139,129,85,142,142,115,160
1:00,69,72,54,32,33,40,40,25,57,31,39,59,47,41,71,45,44,48,81,61,96
2:00,40,49,54,22,29,36,21,29,52,30,29,49,33,29,56,26,27,42,40,26,52
3:00,35,33,35,40,30,53,28,28,61,30,25,57,29,30,59,37,36,70,42,42,56
4:00,27,26,49,64,59,158,60,68,162,60,67,158,71,65,162,63,76,169,22,32,56
5:00,36,30,60,185,229,500,189,239,515,216,228,526,200,224,519,185,200,505,86,64,149
6:00,76,56,118,493,513,776,536,563,801,562,530,799,531,497,778,523,493,778,122,108,218
7:00,141,114,153,759,777,844,745,827,860,744,776,862,720,786,846,725,735,829,256,182,289
8:00,189,151,191,769,854,780,741,852,786,785,877,821,770,846,775,769,849,823,437,321,450
9:00,331,246,300,639,594,641,666,681,672,666,680,656,682,719,664,584,621,689,538,454,526
10:00,470,387,445,529,539,595,542,538,524,548,527,557,596,597,534,536,554,568,565,468,586
11:00,464,424,481,478,469,492,479,442,481,463,422,476,435,440,523,503,523,524,576,599,554
12:00,438,418,491,437,447,437,456,442,427,429,407,467,447,470,489,489,459,404,479,496,420
13:00,492,496,515,452,436,463,445,438,461,447,441,448,469,464,479,498,512,469,528,586,494
14:00,552,539,544,440,541,518,456,490,523,459,517,504,451,493,466,502,569,526,525,572,520
15:00,430,414,508,486,523,491,490,571,464,500,571,464,479,545,531,495,609,530,487,528,502
16:00,379,413,431,509,607,568,508,578,531,520,595,543,485,558,532,542,618,553,491,515,550
17:00,352,422,587,513,571,516,471,551,520,470,560,497,499,555,551,486,619,556,493,517,516
18:00,423,394,542,418,478,504,425,510,496,453,514,453,434,539,522,467,545,507,423,449,474
19:00,429,417,523,369,365,408,377,379,404,350,367,391,377,412,441,485,530,486,426,425,437
20:00,375,338,440,257,262,308,275,281,286,280,278,290,271,264,315,373,319,363,325,293,322
21:00,284,275,356,186,231,230,218,187,218,196,223,249,229,207,248,263,242,276,233,231,291
22:00,213,189,255,181,137,171,170,155,211,180,154,200,172,177,253,247,202,281,264,200,234
23:00,152,116,148,122,95,119,139,104,139,138,123,149,127,108,145,180,168,215,183,175,203
TOTAL,6516,6121,7397,8446,8869,9700,8602,9062,9774,8668,9023,9795,8686,9145,10098,9152,9635,10353,7764,7459,8155
