112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,October 12 2014,,,October 13 2014,,,October 14 2014,,,October 15 2014,,,October 16 2014,,,October 17 2014,,,October 18 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,96,82,132,64,51,79,101,63,130,98,77,134,109,71,133,120,76,154,136,101,168
1:00,67,69,77,45,36,37,40,41,49,33,42,58,49,42,68,47,43,57,72,69,75
2:00,31,50,43,28,30,35,36,32,57,27,25,53,34,23,55,39,42,57,42,37,42
3:00,30,39,39,28,25,53,47,24,73,37,35,67,29,35,78,34,31,77,28,23,51
4:00,29,28,50,62,72,182,74,72,175,89,90,182,84,78,171,75,81,164,43,35,86
5:00,50,40,83,174,241,544,196,249,545,185,264,566,208,258,558,182,242,545,75,69,185
6:00,86,78,120,389,517,806,536,545,837,550,526,835,530,562,846,479,489,781,130,128,224
7:00,149,100,162,719,707,863,731,792,893,735,784,829,759,782,902,698,709,814,269,196,282
8:00,189,136,204,668,760,734,741,841,771,720,763,788,709,816,802,724,805,768,336,244,400
9:00,289,214,349,585,586,609,657,616,650,648,688,641,644,654,661,599,645,628,422,356,462
10:00,483,370,469,547,507,558,532,513,519,486,534,535,561,538,591,537,572,555,503,470,504
11:00,430,425,480,458,492,478,434,448,488,436,443,487,537,530,531,462,468,501,544,538,495
12:00,450,402,493,449,459,480,440,427,478,433,460,419,497,544,486,485,473,490,540,571,505
13:00,469,481,482,489,446,488,434,433,487,425,491,469,468,423,487,492,501,485,543,584,518
14:00,403,428,464,472,497,521,465,504,499,438,535,448,441,543,553,479,559,514,521,579,503
15:00,296,312,361,469,511,533,488,527,515,480,547,466,475,582,564,477,560,513,460,537,511
16:00,285,316,351,473,565,532,456,528,500,442,583,522,436,645,583,482,564,497,466,511,475
17:00,343,389,506,481,507,513,482,552,480,417,530,528,482,651,572,481,578,524,513,508,551
18:00,445,455,518,402,468,484,426,479,471,417,497,469,438,522,499,431,511,444,493,545,551
19:00,332,302,367,330,367,353,336,355,381,353,378,419,393,376,408,424,483,455,425,385,465
20:00,302,268,298,250,246,258,263,259,311,273,244,249,300,217,302,287,281,323,335,305,373
21:00,209,182,241,168,200,225,234,198,247,200,207,233,194,168,249,215,202,262,256,238,308
22:00,120,121,182,124,155,215,174,147,210,160,154,205,193,176,213,231,209,257,231,204,246
23:00,117,114,151,128,84,131,135,97,147,124,90,140,141,97,132,166,169,185,172,157,177
TOTAL,5700,5401,6622,8002,8529,9711,8458,8742,9913,8206,8987,9742,8711,9333,10444,8646,9293,10050,7555,7390,8157
