112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 12 2014,,October 13 2014,,October 14 2014,,October 15 2014,,October 16 2014,,October 17 2014,,October 18 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,35,54,19,39,24,40,29,22,32,28,27,36,51,53
1:00,24,37,10,8,20,14,19,18,19,24,21,29,28,29
2:00,9,27,7,10,17,15,13,14,9,17,7,11,12,24
3:00,15,18,6,12,4,7,5,7,6,13,12,8,12,16
4:00,8,10,3,8,12,17,10,10,5,21,9,13,4,15
5:00,5,10,9,31,20,37,18,32,13,32,14,31,10,18
6:00,8,15,46,57,73,63,69,67,56,70,63,69,15,23
7:00,17,33,111,145,143,174,137,163,136,162,148,160,34,50
8:00,28,75,182,230,230,258,254,280,260,293,214,269,49,101
9:00,81,218,140,193,185,225,174,227,146,231,138,229,95,187
10:00,98,176,136,241,157,251,165,204,140,208,148,233,148,247
11:00,113,263,159,275,145,236,145,234,137,269,173,266,180,313
12:00,147,268,188,317,162,289,174,274,172,332,217,333,199,356
13:00,186,358,196,309,188,324,183,335,164,336,219,366,226,400
14:00,146,296,195,294,192,332,202,309,181,341,238,351,210,351
15:00,135,225,214,291,214,300,212,306,202,316,218,316,221,342
16:00,114,194,243,341,217,340,190,283,201,285,254,364,196,361
17:00,142,234,255,314,232,308,176,282,249,345,275,367,210,305
18:00,166,265,234,329,235,332,208,321,267,316,273,372,213,305
19:00,138,201,216,351,170,273,201,320,189,260,222,329,130,249
20:00,73,172,119,191,137,199,152,204,137,209,140,204,100,205
21:00,65,98,68,118,83,135,102,134,84,142,127,146,80,121
22:00,33,69,67,71,69,96,70,101,56,86,90,106,77,101
23:00,28,49,41,56,43,53,37,72,47,73,64,83,57,65
TOTAL,1814,3365,2864,4231,2972,4318,2945,4219,2908,4409,3311,4691,2557,4237
