112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 12 2014,,October 13 2014,,October 14 2014,,October 15 2014,,October 16 2014,,October 17 2014,,October 18 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,57,67,50,36,39,43,37,42,41,40,62,51,65,78
1:00,41,50,24,26,31,28,21,32,27,30,27,22,43,52
2:00,39,40,8,16,21,19,19,19,17,12,11,19,34,41
3:00,29,28,7,19,7,15,9,17,11,20,12,20,21,36
4:00,22,17,8,9,13,19,8,8,10,12,12,13,26,17
5:00,15,13,16,23,28,43,15,29,15,36,9,28,13,9
6:00,14,15,45,39,65,56,60,44,51,63,67,48,22,28
7:00,24,24,90,117,115,113,115,129,129,115,103,123,36,38
8:00,53,80,135,151,154,160,147,156,151,164,149,160,82,95
9:00,67,127,186,189,174,167,181,163,176,165,178,173,125,203
10:00,153,257,205,216,186,232,170,209,209,216,202,215,248,302
11:00,247,256,228,263,223,253,228,209,270,269,231,289,274,337
12:00,227,268,261,290,235,279,259,271,272,255,225,322,295,362
13:00,311,377,291,322,272,305,282,285,302,292,281,343,358,373
14:00,273,336,268,311,280,305,277,293,304,323,283,337,356,362
15:00,193,215,283,345,291,329,266,338,342,344,325,341,323,337
16:00,206,227,339,354,359,341,371,362,426,373,417,390,304,349
17:00,187,232,425,420,415,446,427,414,449,442,490,486,280,314
18:00,242,279,408,430,465,464,508,446,472,468,453,409,314,377
19:00,178,226,269,323,334,350,346,366,329,369,308,371,244,294
20:00,148,183,192,204,219,228,234,275,203,239,178,256,168,220
21:00,106,115,171,158,151,170,173,161,169,176,134,164,127,163
22:00,61,69,109,106,95,102,134,143,109,107,154,163,104,124
23:00,55,54,70,59,67,59,80,75,55,66,131,102,83,98
TOTAL,2948,3555,4088,4426,4239,4526,4367,4486,4539,4596,4442,4845,3945,4609
