112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 27 2014,,July 28 2014,,July 29 2014,,July 30 2014,,July 31 2014,,August 01 2014,,August 02 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,45,72,27,35,27,40,31,40,32,39,36,49,39,59
1:00,37,45,13,19,15,21,12,14,27,33,23,20,23,37
2:00,10,28,2,11,12,17,8,15,17,22,9,26,22,26
3:00,9,15,9,8,12,11,8,9,9,7,15,17,15,17
4:00,10,15,10,23,9,21,16,21,6,18,11,16,8,16
5:00,7,12,15,29,11,36,11,35,12,28,18,36,7,19
6:00,12,15,42,61,46,77,52,65,40,81,59,76,22,31
7:00,17,35,101,148,135,171,106,148,137,156,103,146,29,64
8:00,17,59,165,211,171,211,181,220,176,205,153,236,44,116
9:00,67,181,105,195,152,188,128,173,170,218,143,231,96,170
10:00,104,171,136,222,144,213,130,190,138,225,135,234,131,241
11:00,138,269,170,248,144,243,138,232,164,251,185,313,147,295
12:00,145,284,196,317,170,301,179,307,199,307,208,330,196,326
13:00,159,298,212,324,180,319,199,349,208,353,235,392,217,374
14:00,188,304,195,287,222,335,201,320,213,317,274,392,186,327
15:00,150,247,204,289,179,277,175,300,202,331,229,341,199,266
16:00,166,283,208,309,221,334,219,304,215,303,267,368,174,300
17:00,177,250,238,347,219,300,217,340,244,332,280,365,172,282
18:00,141,258,218,306,210,300,213,311,243,328,243,307,163,264
19:00,133,193,155,242,202,278,201,264,203,282,196,307,152,210
20:00,107,183,137,217,150,232,144,198,144,227,168,223,117,183
21:00,83,129,91,168,107,188,120,185,123,199,137,226,108,159
22:00,62,107,82,87,78,124,78,122,86,135,98,143,78,128
23:00,40,63,43,60,47,66,47,65,46,82,69,109,63,96
TOTAL,2024,3516,2774,4163,2863,4303,2814,4227,3054,4479,3294,4903,2408,4006
