112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 27 2014,,July 28 2014,,July 29 2014,,July 30 2014,,July 31 2014,,August 01 2014,,August 02 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,89,99,53,47,62,51,49,57,44,52,67,63,86,85
1:00,45,60,29,30,34,32,40,34,39,42,40,35,41,41
2:00,38,41,20,23,20,20,24,29,22,28,27,30,39,46
3:00,26,28,12,15,7,16,8,18,7,14,15,23,16,25
4:00,17,21,10,10,11,17,17,17,6,17,6,18,15,27
5:00,13,19,19,18,11,30,17,37,21,31,13,21,18,24
6:00,8,16,47,53,61,43,54,52,60,56,53,39,23,27
7:00,21,39,106,134,97,146,88,107,104,130,85,104,45,55
8:00,33,66,125,153,124,148,130,136,127,157,133,176,80,95
9:00,73,111,135,185,125,175,137,169,130,173,129,202,108,147
10:00,145,174,182,184,165,243,151,204,215,254,174,229,194,209
11:00,211,243,255,253,212,243,211,227,243,270,242,287,251,285
12:00,248,284,235,278,255,302,250,294,237,307,293,349,247,241
13:00,285,311,260,302,260,324,278,297,241,307,299,286,313,313
14:00,261,329,239,316,252,308,279,305,272,308,299,278,266,341
15:00,287,285,274,343,294,336,320,328,313,335,303,375,266,295
16:00,274,299,320,377,341,380,350,356,337,310,369,407,266,294
17:00,255,306,404,409,426,437,439,423,406,391,442,422,272,315
18:00,237,299,449,452,433,435,486,424,418,448,396,419,254,299
19:00,194,230,288,312,350,363,378,394,339,379,321,367,228,253
20:00,161,223,215,268,224,274,233,273,232,286,228,277,185,244
21:00,151,167,165,186,183,205,190,205,190,191,191,195,146,168
22:00,125,130,117,136,136,145,140,155,130,156,168,163,136,172
23:00,83,76,84,94,74,87,92,91,97,106,103,132,104,110
TOTAL,3280,3856,4043,4578,4157,4760,4361,4632,4230,4748,4396,4897,3599,4111
