112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,July 27 2014,,,July 28 2014,,,July 29 2014,,,July 30 2014,,,July 31 2014,,,August 01 2014,,,August 02 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,153,127,154,94,68,97,118,83,129,125,87,152,141,91,144,115,107,145,172,141,169
1:00,84,73,76,52,48,72,52,44,56,59,39,59,50,60,68,61,51,74,93,70,70
2:00,42,51,80,24,20,38,30,35,58,44,34,66,45,39,61,51,45,64,52,57,70
3:00,30,27,42,31,36,57,40,33,75,31,31,81,32,29,84,38,40,67,38,36,54
4:00,32,40,45,69,55,178,84,66,187,75,89,171,78,69,184,74,74,175,38,45,78
5:00,57,32,67,198,234,524,205,234,530,205,240,524,200,235,549,204,230,493,75,77,138
6:00,78,75,110,490,525,763,500,567,801,520,546,829,522,549,773,465,508,755,127,123,217
7:00,191,115,211,824,788,841,839,778,875,736,744,827,816,780,878,675,685,808,267,198,307
8:00,252,191,233,1063,940,731,1030,985,811,725,803,754,1083,928,782,756,776,746,336,269,397
9:00,327,272,306,767,680,644,752,743,665,647,657,676,784,739,665,648,622,646,457,377,517
10:00,482,409,461,574,523,549,577,566,552,517,502,559,628,617,552,594,642,568,551,479,561
11:00,507,454,501,535,526,503,528,507,502,506,531,498,512,530,505,559,565,526,555,504,512
12:00,481,417,474,464,526,511,465,489,468,498,462,458,513,514,467,538,582,462,542,551,535
13:00,506,527,491,479,515,524,492,489,481,528,519,463,491,536,474,513,588,479,502,548,409
14:00,491,513,528,529,541,559,497,529,555,464,537,512,481,539,526,546,554,485,484,544,494
15:00,421,437,495,458,521,512,539,532,548,490,521,576,493,549,519,470,562,489,436,460,480
16:00,391,429,512,468,544,570,465,587,581,491,553,597,469,572,568,465,601,561,438,450,507
17:00,359,460,492,418,579,577,419,530,554,470,574,580,404,548,595,427,577,572,419,463,466
18:00,347,404,497,361,477,503,370,494,550,386,536,516,384,626,578,428,573,541,398,450,459
19:00,318,351,442,326,389,436,374,419,469,384,446,534,372,468,570,403,466,517,396,397,464
20:00,287,297,356,272,310,353,287,312,373,289,309,352,295,332,371,379,341,369,306,307,370
21:00,231,215,318,216,212,267,257,235,290,226,245,297,253,256,307,265,285,289,243,260,288
22:00,176,195,283,210,177,241,204,228,270,200,198,245,210,198,262,261,244,263,291,249,309
23:00,140,106,172,161,125,158,167,113,158,170,138,195,168,139,180,190,168,194,169,173,226
TOTAL,6383,6217,7346,9083,9359,10208,9291,9598,10538,8786,9341,10521,9424,9943,10662,9125,9886,10288,7385,7228,8097
