112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 10 2014,,August 11 2014,,August 12 2014,,August 13 2014,,August 14 2014,,August 15 2014,,August 16 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,45,65,27,43,28,29,25,36,33,45,27,46,43,53
1:00,27,53,11,14,18,30,17,14,22,19,14,28,34,30
2:00,18,36,5,12,11,16,10,15,13,15,13,19,13,31
3:00,16,18,4,7,11,8,8,13,8,7,14,14,16,12
4:00,4,12,5,10,12,16,10,19,9,18,8,19,5,15
5:00,6,15,13,31,13,37,26,27,13,31,13,45,7,16
6:00,10,14,52,74,56,67,42,68,54,83,51,68,17,24
7:00,22,42,112,136,123,146,110,152,109,151,112,144,28,59
8:00,24,69,171,193,191,215,188,226,199,224,178,221,53,119
9:00,60,187,146,207,144,180,142,204,140,171,112,184,72,154
10:00,101,180,129,218,152,206,126,190,132,212,139,215,145,220
11:00,143,267,164,263,157,228,165,242,147,243,156,289,165,291
12:00,156,286,194,293,181,291,167,283,158,283,183,321,193,345
13:00,158,302,219,337,195,322,215,333,201,342,214,349,203,294
14:00,185,291,191,323,213,319,215,316,181,308,240,362,207,330
15:00,191,282,202,322,194,282,178,298,241,306,232,354,206,313
16:00,137,245,201,268,207,315,224,317,248,326,284,383,174,312
17:00,163,238,231,326,238,325,255,347,259,337,246,373,184,306
18:00,151,233,221,326,281,354,244,312,211,277,263,346,170,259
19:00,133,201,176,248,199,290,201,287,179,292,201,295,140,239
20:00,107,178,131,213,149,227,131,227,155,228,138,227,106,182
21:00,90,129,112,155,84,149,113,155,136,215,133,154,111,158
22:00,72,100,80,111,80,114,75,119,76,122,71,104,78,126
23:00,38,54,52,58,51,63,57,67,43,73,58,91,67,97
TOTAL,2057,3497,2849,4188,2988,4229,2944,4267,2967,4328,3100,4651,2437,3985
