112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,April 27 2014,,,April 28 2014,,,April 29 2014,,,April 30 2014,,,May 01 2014,,,May 02 2014,,,May 03 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,112,110,131,77,55,89,96,92,127,109,64,142,114,90,139,121,83,123,154,114,167
1:00,55,56,78,32,36,45,38,43,64,54,55,56,61,48,57,51,39,84,67,62,83
2:00,42,34,46,21,23,37,34,30,50,30,23,51,35,21,64,29,29,47,38,41,41
3:00,32,30,38,30,34,50,25,32,61,32,29,54,29,35,52,42,31,70,34,33,59
4:00,24,20,55,50,54,166,66,79,163,58,69,170,53,59,178,57,69,154,31,36,76
5:00,36,32,61,185,213,521,196,240,528,202,243,527,202,234,518,208,201,493,76,70,125
6:00,76,78,142,517,548,794,561,528,840,561,530,838,547,552,825,502,489,750,142,134,206
7:00,145,124,195,751,766,863,783,824,864,771,788,863,808,783,838,759,757,831,294,204,340
8:00,181,143,216,838,854,807,778,869,835,875,931,756,854,869,817,879,882,808,379,284,449
9:00,256,233,318,792,744,614,699,675,662,783,785,688,768,775,685,699,729,663,484,467,485
10:00,429,397,442,584,561,525,575,596,562,613,623,576,635,653,560,613,617,552,555,542,522
11:00,473,440,492,448,429,447,482,530,496,498,534,481,532,506,493,527,570,519,589,563,495
12:00,441,425,498,434,406,410,453,446,464,472,460,465,490,482,487,458,529,461,556,590,510
13:00,461,476,462,440,457,430,478,472,439,507,500,469,508,506,460,455,524,491,539,568,473
14:00,423,482,485,469,511,529,438,506,562,447,540,513,458,487,532,500,532,514,502,584,498
15:00,392,415,409,490,555,562,477,552,546,518,579,567,508,587,541,493,549,527,473,544,476
16:00,374,394,412,499,582,577,542,619,604,487,619,583,528,658,600,514,619,543,507,506,479
17:00,354,368,449,452,546,576,482,590,576,457,678,658,484,610,596,543,667,521,479,558,585
18:00,353,371,407,405,544,531,411,516,552,432,581,580,435,604,599,484,563,508,469,500,490
19:00,304,286,353,327,370,426,374,387,490,385,473,506,371,454,468,493,505,497,399,372,390
20:00,206,238,323,268,270,286,249,275,316,300,331,358,309,313,308,375,301,332,295,293,330
21:00,202,200,244,235,253,278,217,242,261,253,234,287,224,250,270,259,247,288,229,207,247
22:00,165,139,207,188,148,233,202,191,278,219,192,264,237,209,266,254,230,257,242,204,257
23:00,124,105,128,127,105,144,127,107,144,162,125,161,163,117,149,204,147,189,224,176,194
TOTAL,5660,5596,6591,8659,9064,9940,8783,9441,10484,9225,9986,10613,9353,9902,10502,9519,9909,10222,7757,7652,7977
