112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,April 27 2014,,April 28 2014,,April 29 2014,,April 30 2014,,May 01 2014,,May 02 2014,,May 03 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,73,94,45,43,46,58,61,62,53,63,58,63,80,85
1:00,47,50,27,23,32,36,26,31,28,32,29,36,49,45
2:00,26,43,12,11,9,17,13,21,17,30,17,17,37,36
3:00,27,23,6,13,4,11,10,16,7,19,14,20,24,22
4:00,14,19,5,9,9,16,13,15,13,10,16,11,20,26
5:00,11,9,17,25,14,21,16,21,10,25,10,22,11,21
6:00,12,13,39,43,64,56,35,57,48,52,42,40,25,21
7:00,26,51,118,108,109,132,122,137,120,125,121,133,40,88
8:00,57,79,120,152,135,153,130,183,128,179,142,174,107,260
9:00,68,134,150,185,168,210,158,208,168,208,177,210,217,337
10:00,143,196,225,219,213,256,212,262,225,276,232,291,316,443
11:00,225,226,260,266,204,305,250,285,248,321,264,302,295,406
12:00,221,304,276,268,265,300,267,344,278,327,296,328,334,397
13:00,327,378,287,256,271,346,298,341,277,324,301,373,371,418
14:00,258,332,276,313,278,316,289,305,306,365,321,344,329,397
15:00,268,311,319,319,297,350,326,342,322,347,342,355,349,381
16:00,277,328,311,301,371,408,357,377,392,405,372,338,314,337
17:00,220,273,414,428,412,404,444,433,442,486,472,400,294,336
18:00,218,278,447,459,487,452,465,475,479,428,467,411,273,328
19:00,189,241,303,374,343,344,352,362,346,361,365,379,274,314
20:00,162,172,233,260,243,252,235,283,219,278,242,259,179,196
21:00,103,115,175,184,168,186,197,225,175,179,178,235,147,167
22:00,74,95,122,130,131,154,136,145,142,154,130,134,130,136
23:00,69,59,64,79,72,82,88,89,82,78,90,110,116,113
TOTAL,3115,3823,4251,4468,4345,4865,4500,5019,4525,5072,4698,4985,4331,5310
