112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,April 27 2014,,April 28 2014,,April 29 2014,,April 30 2014,,May 01 2014,,May 02 2014,,May 03 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,31,44,19,29,24,24,30,31,29,47,22,44,51,69
1:00,19,20,9,14,15,24,14,20,15,29,20,28,28,29
2:00,15,21,6,13,10,22,12,18,4,18,4,10,6,17
3:00,10,15,4,3,8,16,3,10,7,12,11,4,12,19
4:00,0,10,3,14,4,10,7,17,7,17,9,9,5,15
5:00,3,13,11,25,10,34,9,35,10,38,14,39,6,8
6:00,10,10,47,70,59,68,52,72,44,84,48,71,14,30
7:00,23,29,120,142,126,155,121,162,142,178,116,158,41,68
8:00,46,87,207,262,232,276,236,256,224,270,211,268,67,114
9:00,76,205,151,204,146,215,146,222,161,235,154,207,107,203
10:00,94,169,145,237,132,248,135,210,163,233,175,268,174,295
11:00,145,246,165,259,155,251,137,265,161,294,170,299,202,350
12:00,144,245,174,299,160,289,181,320,180,333,212,358,211,389
13:00,177,306,215,318,195,298,204,318,232,327,201,344,237,393
14:00,196,316,190,316,190,290,198,317,217,338,212,371,206,358
15:00,163,261,195,305,206,309,230,298,216,305,254,341,229,367
16:00,166,258,244,343,197,335,211,333,235,326,282,373,217,303
17:00,173,262,268,340,270,339,240,320,261,333,298,382,188,284
18:00,135,225,233,334,221,297,198,325,231,336,252,366,204,292
19:00,128,197,234,380,211,267,214,285,184,295,221,306,147,258
20:00,90,150,140,244,136,218,177,229,136,228,142,249,99,172
21:00,70,121,107,166,127,158,103,168,136,180,108,177,78,126
22:00,45,64,64,103,76,112,84,105,82,130,88,124,93,96
23:00,38,47,44,52,42,61,51,77,51,74,64,89,59,71
TOTAL,1997,3321,2995,4472,2952,4316,2993,4413,3128,4660,3288,4885,2681,4326
