176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 07 2014,,December 08 2014,,December 09 2014,,December 10 2014,,December 11 2014,,December 12 2014,,December 13 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,123,100,53,82,100,96,86,108,107,117,113,108,141,109
1:00,83,43,48,22,60,19,37,45,47,22,54,42,101,58
2:00,59,30,19,10,28,15,35,28,40,19,48,19,53,31
3:00,42,21,29,13,34,27,32,13,46,14,39,16,39,21
4:00,28,23,38,34,49,41,47,51,59,49,54,56,27,20
5:00,29,41,91,117,102,125,108,116,117,129,98,120,43,49
6:00,67,67,280,277,288,292,265,301,270,283,247,278,101,112
7:00,66,48,328,315,302,329,318,317,316,301,301,271,87,78
8:00,61,32,267,230,220,242,283,242,294,234,271,226,89,53
9:00,78,46,199,212,211,223,235,197,226,194,228,217,119,82
10:00,115,74,199,157,141,152,208,159,208,148,190,147,156,105
11:00,147,95,206,216,158,164,220,161,225,150,236,149,182,131
12:00,192,107,215,197,190,228,256,192,225,189,245,210,242,177
13:00,237,190,244,243,256,233,273,222,255,226,319,288,256,211
14:00,298,235,295,332,273,317,314,304,345,317,342,362,304,246
15:00,244,249,370,405,355,360,407,433,360,400,416,393,306,304
16:00,215,133,465,388,434,380,417,374,450,369,480,410,359,256
17:00,237,156,492,416,476,396,483,403,498,410,494,450,375,265
18:00,305,187,585,440,586,437,525,416,571,461,544,455,355,234
19:00,252,170,405,322,428,386,430,360,460,383,420,323,270,197
20:00,226,143,230,203,306,231,274,215,378,279,276,224,240,159
21:00,181,100,197,146,192,195,242,173,265,174,242,193,208,153
22:00,123,84,39,235,159,146,188,132,177,120,209,166,220,132
23:00,104,108,96,159,114,159,115,129,141,149,207,161,228,170
TOTAL,3512,2482,5390,5171,5462,5193,5798,5091,6080,5137,6073,5284,4501,3353
