176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 07 2014,,December 08 2014,,December 09 2014,,December 10 2014,,December 11 2014,,December 12 2014,,December 13 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,188,116,85,60,117,43,108,91,110,85,116,78,207,130
1:00,102,73,64,23,71,22,72,37,64,44,65,48,132,101
2:00,85,53,43,19,40,22,47,28,46,17,63,32,96,56
3:00,61,41,24,14,27,11,34,28,26,17,29,14,59,42
4:00,49,27,39,9,38,18,32,24,34,26,41,21,44,32
5:00,31,16,47,23,43,21,59,31,61,37,63,29,49,18
6:00,54,29,123,60,137,76,134,71,131,74,144,69,67,32
7:00,95,39,237,153,246,165,235,160,205,145,244,160,118,60
8:00,121,73,269,243,309,248,312,233,308,240,279,230,177,130
9:00,230,96,341,283,326,285,307,282,351,269,350,301,275,181
10:00,334,189,339,299,317,239,295,238,348,242,358,254,374,238
11:00,413,321,361,300,344,240,371,280,369,243,398,277,421,321
12:00,490,356,435,305,437,282,456,306,407,296,453,323,515,397
13:00,607,438,464,349,431,315,464,316,453,334,523,374,564,442
14:00,589,414,440,325,482,369,491,372,473,352,517,411,594,474
15:00,487,359,583,479,558,421,551,439,551,480,649,551,588,427
16:00,447,304,673,620,686,590,647,603,657,596,773,687,633,485
17:00,435,283,742,715,789,761,766,728,803,775,883,865,612,464
18:00,575,391,821,835,894,808,784,772,815,749,856,803,595,422
19:00,400,263,631,591,679,564,708,605,747,562,734,564,514,364
20:00,390,254,399,315,454,372,429,370,597,422,486,328,480,311
21:00,280,199,282,238,357,283,368,288,474,296,402,308,357,248
22:00,203,134,217,177,250,185,248,221,278,185,344,242,342,235
23:00,137,79,163,75,157,139,164,117,157,101,272,198,362,246
TOTAL,6803,4547,7822,6510,8189,6479,8082,6640,8465,6587,9042,7167,8175,5856
