112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 14 2014,,December 15 2014,,December 16 2014,,December 17 2014,,December 18 2014,,December 19 2014,,December 20 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,59,69,42,42,48,43,48,55,48,59,59,54,86,83
1:00,40,60,27,23,30,32,31,31,42,37,32,48,55,56
2:00,30,32,15,18,14,22,19,11,23,21,18,24,28,45
3:00,28,29,10,11,16,20,8,18,10,14,14,19,38,32
4:00,15,13,14,9,8,17,9,21,14,16,14,14,14,29
5:00,8,8,16,23,16,31,26,40,23,35,20,27,12,24
6:00,14,13,46,51,53,59,58,57,57,55,72,59,29,17
7:00,19,24,81,106,111,115,137,131,98,119,88,131,50,43
8:00,48,63,136,140,144,150,171,159,155,165,158,166,69,66
9:00,79,166,172,177,173,204,175,202,135,180,160,189,130,130
10:00,160,289,214,218,209,238,212,229,227,236,259,224,228,270
11:00,247,267,313,278,222,249,212,253,274,259,307,295,281,318
12:00,270,325,311,291,254,295,271,292,276,302,360,311,316,350
13:00,355,361,330,332,265,298,293,311,295,312,368,360,386,415
14:00,314,327,309,343,325,315,303,339,300,322,358,355,393,401
15:00,238,250,356,370,325,336,323,330,322,358,385,403,375,346
16:00,247,245,383,407,360,396,380,407,385,390,431,407,349,368
17:00,236,297,467,442,463,440,385,479,396,420,486,437,261,333
18:00,255,276,508,423,490,400,289,412,312,432,472,423,222,292
19:00,180,211,313,339,354,377,273,356,334,368,373,380,206,249
20:00,145,197,215,239,218,215,176,264,151,267,234,243,169,213
21:00,129,134,146,161,153,166,126,183,154,184,168,176,144,154
22:00,88,101,101,101,102,117,125,126,129,132,142,160,135,140
23:00,59,66,57,50,72,60,81,91,71,92,96,117,105,102
TOTAL,3263,3823,4582,4594,4425,4595,4131,4797,4231,4775,5074,5022,4081,4476
