112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 31 2014,,September 01 2014,,September 02 2014,,September 03 2014,,September 04 2014,,September 05 2014,,September 06 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,32,46,16,39,32,45,26,41,25,31,26,37,47,60
1:00,34,33,12,21,10,20,7,20,10,19,10,24,37,43
2:00,14,27,10,27,3,6,8,21,8,11,7,13,18,31
3:00,4,12,4,19,7,8,8,9,8,14,10,7,15,26
4:00,6,10,4,7,6,12,6,15,5,15,5,18,11,15
5:00,10,8,6,15,20,31,23,35,21,30,14,36,10,13
6:00,9,17,17,19,54,70,58,73,60,66,50,67,10,24
7:00,14,22,19,36,112,164,125,150,136,190,118,166,33,63
8:00,31,57,29,51,208,241,222,271,220,261,207,229,61,93
9:00,45,178,38,78,146,199,151,221,150,227,159,235,105,180
10:00,80,156,80,172,140,237,152,221,164,247,170,262,140,254
11:00,135,250,121,198,182,253,173,243,147,254,201,300,182,341
12:00,151,253,135,272,219,318,165,282,193,332,187,353,216,361
13:00,148,293,166,288,200,315,210,332,203,366,209,358,210,365
14:00,152,311,167,291,198,342,214,324,203,315,203,351,186,334
15:00,141,284,180,256,218,337,236,297,200,351,239,330,193,320
16:00,166,256,170,268,256,350,237,323,241,346,285,369,208,306
17:00,149,257,158,277,248,346,228,342,263,398,278,400,198,291
18:00,143,206,145,215,238,280,230,308,233,323,249,368,192,298
19:00,129,216,112,202,203,264,193,291,159,244,241,299,143,241
20:00,106,161,102,168,160,227,131,213,113,162,168,287,116,201
21:00,70,133,90,131,110,180,113,167,98,138,155,204,103,150
22:00,65,109,61,62,71,88,75,98,85,126,128,141,104,109
23:00,39,78,40,48,39,54,46,58,53,51,78,76,80,90
TOTAL,1873,3373,1882,3160,3080,4387,3037,4355,2998,4517,3397,4930,2618,4209
