176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 01 2014,,June 02 2014,,June 03 2014,,June 04 2014,,June 05 2014,,June 06 2014,,June 07 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,98,115,59,59,59,67,66,73,81,75,83,102,108,124
1:00,66,72,32,25,32,41,42,44,44,34,39,56,50,58
2:00,36,46,15,18,21,19,26,21,14,26,22,29,21,37
3:00,19,30,7,15,10,20,17,22,16,26,12,23,31,21
4:00,14,19,10,17,19,22,13,22,9,20,15,19,22,13
5:00,15,22,23,27,26,37,17,46,30,42,24,43,10,20
6:00,16,33,99,158,104,163,102,165,99,150,92,144,30,50
7:00,35,41,199,279,208,290,203,269,189,255,174,254,53,62
8:00,65,89,208,289,223,314,214,298,246,304,207,264,71,95
9:00,92,115,167,227,200,264,208,243,192,225,188,228,115,132
10:00,165,158,161,205,156,177,187,197,169,210,187,241,188,196
11:00,170,218,164,215,182,217,198,157,174,200,222,230,232,241
12:00,210,236,185,253,212,232,214,230,217,217,213,240,238,264
13:00,237,294,209,235,197,262,216,249,238,247,245,295,290,302
14:00,274,326,232,259,216,248,194,233,252,254,283,309,274,315
15:00,285,321,246,305,284,367,262,291,293,305,313,284,271,288
16:00,251,329,321,358,312,389,354,366,317,391,355,386,276,317
17:00,262,331,345,375,319,379,340,370,325,391,349,392,261,324
18:00,269,314,325,394,334,399,292,363,351,386,381,387,251,316
19:00,244,301,284,358,299,351,331,387,279,380,326,447,229,289
20:00,188,204,214,281,224,283,225,238,213,330,267,302,192,242
21:00,163,184,180,233,169,210,182,230,208,219,215,254,193,209
22:00,145,134,120,161,122,149,160,197,150,172,181,223,149,199
23:00,72,99,100,111,116,122,110,115,114,133,141,158,151,172
TOTAL,3391,4031,3905,4857,4044,5022,4173,4826,4220,4992,4534,5310,3706,4286
