176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,October 26 2014,,,October 27 2014,,,October 28 2014,,,October 29 2014,,,October 30 2014,,,October 31 2014,,,November 01 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,77,113,82,38,64,44,87,111,90,96,113,85,97,114,80,85,124,94,128,197,129
1:00,41,61,54,21,36,28,23,44,29,28,24,38,29,47,30,33,49,29,66,94,54
2:00,33,39,44,25,33,20,35,61,39,26,56,35,37,56,50,32,40,44,57,72,68
3:00,14,32,21,17,31,16,25,30,37,23,43,32,27,42,38,28,33,35,28,52,32
4:00,20,32,32,68,81,51,74,97,68,71,88,75,71,97,61,69,99,68,31,56,39
5:00,35,42,45,245,278,229,244,302,284,236,272,250,276,292,214,235,287,244,55,97,59
6:00,66,77,53,429,489,408,389,516,439,397,542,454,396,499,421,374,460,373,92,142,70
7:00,74,135,89,491,686,545,480,668,648,466,662,641,470,746,583,462,674,573,159,211,163
8:00,100,161,116,411,685,585,428,682,613,434,673,591,430,682,603,398,688,582,180,269,190
9:00,178,244,159,379,524,437,384,503,444,372,529,439,357,581,436,315,548,405,242,326,265
10:00,242,367,221,314,483,387,315,398,351,280,466,404,242,490,369,255,524,383,278,421,315
11:00,234,299,267,299,372,311,217,384,317,241,417,330,225,406,350,218,472,363,317,414,316
12:00,241,318,260,274,373,317,212,371,316,266,386,307,230,379,350,222,462,374,309,477,362
13:00,258,282,219,291,354,348,207,407,351,228,412,335,217,368,330,218,431,349,314,436,343
14:00,346,446,364,301,407,348,254,407,348,257,400,350,230,425,335,246,433,349,322,429,344
15:00,314,373,288,335,413,387,297,424,394,290,464,442,270,483,392,388,464,425,328,458,320
16:00,328,366,289,372,446,438,336,435,413,329,485,433,324,473,467,352,495,406,311,451,327
17:00,258,342,266,361,478,453,356,447,462,308,446,431,352,463,440,373,475,435,314,422,319
18:00,265,321,274,321,386,357,326,368,360,358,434,392,330,363,330,341,403,356,309,422,310
19:00,203,289,211,256,297,230,228,337,275,261,327,282,243,359,274,266,385,297,252,345,254
20:00,158,216,175,149,215,139,174,198,164,183,206,156,164,242,182,216,272,207,170,305,186
21:00,131,161,111,106,166,112,143,196,112,147,175,127,139,178,125,213,348,200,148,181,133
22:00,82,118,84,95,143,90,99,129,99,87,140,82,114,166,122,194,328,210,123,170,121
23:00,67,112,57,72,107,75,74,115,81,86,109,71,77,116,78,159,235,160,90,168,78
TOTAL,3765,4946,3781,5670,7547,6355,5407,7630,6734,5470,7869,6782,5347,8067,6660,5692,8729,6961,4623,6615,4797
