176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 26 2014,,October 27 2014,,October 28 2014,,October 29 2014,,October 30 2014,,October 31 2014,,November 01 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,92,97,46,45,59,57,67,74,72,83,80,84,107,113
1:00,50,67,26,28,40,34,44,46,43,54,39,58,79,79
2:00,45,36,10,21,21,23,24,23,27,30,26,21,46,57
3:00,32,42,8,7,14,15,23,19,20,31,18,32,35,40
4:00,13,15,12,12,10,21,6,26,11,19,10,23,27,27
5:00,9,13,26,29,29,42,27,37,31,39,20,36,12,28
6:00,19,20,106,164,109,194,111,181,106,178,89,147,38,44
7:00,31,36,209,257,200,283,179,288,195,305,173,273,49,70
8:00,54,58,210,289,225,309,266,354,214,334,227,340,91,97
9:00,95,98,208,249,217,274,191,276,196,280,217,286,133,135
10:00,158,164,136,174,162,169,138,177,160,210,173,200,193,188
11:00,178,213,171,210,181,181,201,195,178,207,199,224,226,209
12:00,168,196,192,222,201,189,190,241,206,231,221,244,286,320
13:00,194,219,207,224,230,222,213,239,214,261,245,281,307,305
14:00,210,255,198,230,200,247,225,245,209,276,277,340,294,339
15:00,244,292,277,291,248,336,279,346,290,357,334,365,286,345
16:00,314,309,334,365,332,383,364,424,304,372,364,424,307,327
17:00,284,301,326,367,359,383,325,431,354,406,395,468,279,354
18:00,275,296,316,392,339,419,362,450,323,416,362,443,310,332
19:00,216,288,312,367,296,356,321,391,271,319,306,391,256,284
20:00,193,206,227,263,209,250,243,285,232,276,256,256,239,257
21:00,125,159,166,194,182,167,184,203,211,213,272,324,166,210
22:00,97,102,104,124,142,118,126,153,144,139,256,291,147,161
23:00,63,80,83,75,86,79,88,71,87,105,154,161,107,115
TOTAL,3159,3562,3910,4599,4091,4751,4197,5175,4098,5141,4713,5712,4020,4436
