176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,October 26 2014,,October 27 2014,,October 28 2014,,October 29 2014,,October 30 2014,,October 31 2014,,November 01 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,117,91,54,61,100,88,89,104,105,99,96,93,142,92
1:00,90,53,39,25,57,36,62,35,61,32,60,39,81,71
2:00,53,40,21,12,32,23,24,29,50,25,34,14,56,30
3:00,38,27,20,14,26,15,32,12,43,19,36,19,62,33
4:00,24,15,33,38,53,36,56,44,37,41,39,37,42,26
5:00,28,49,92,114,108,127,109,127,106,121,103,111,46,38
6:00,71,74,276,298,281,309,277,324,254,316,229,300,76,82
7:00,63,59,309,288,306,302,297,312,313,310,273,294,67,69
8:00,56,38,306,230,293,232,288,231,288,212,290,192,82,45
9:00,54,34,222,177,228,164,246,192,252,197,221,167,129,73
10:00,104,61,207,151,199,137,235,147,188,146,171,124,132,86
11:00,145,101,212,166,203,165,226,148,233,162,231,175,180,125
12:00,142,101,264,211,253,198,240,196,255,180,256,212,247,171
13:00,205,145,294,216,259,223,276,250,288,243,299,242,287,216
14:00,242,198,348,294,314,289,326,320,294,308,353,305,290,220
15:00,266,183,360,396,350,367,379,420,378,397,372,401,293,266
16:00,256,195,445,413,414,404,449,392,461,406,428,403,286,204
17:00,263,189,498,426,487,438,502,456,453,414,493,478,320,225
18:00,291,210,560,478,529,466,524,459,538,466,582,480,308,222
19:00,267,185,411,345,484,431,427,365,426,349,501,405,286,200
20:00,202,160,255,199,302,226,289,221,320,244,294,207,226,150
21:00,150,112,216,133,234,158,248,182,251,180,223,160,229,130
22:00,104,88,164,114,176,136,167,136,187,143,246,187,158,111
23:00,106,126,118,128,146,144,114,139,162,148,209,125,129,103
TOTAL,3337,2534,5724,4927,5834,5114,5882,5241,5943,5158,6039,5170,4154,2988
