176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 15 2014,,June 16 2014,,June 17 2014,,June 18 2014,,June 19 2014,,June 20 2014,,June 21 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,103,108,40,57,77,82,72,60,81,81,66,71,108,102
1:00,46,62,27,27,32,41,39,37,39,46,34,42,65,74
2:00,38,36,16,15,24,23,29,20,25,25,23,23,44,37
3:00,23,26,11,19,9,21,20,23,20,22,32,19,20,25
4:00,14,16,12,14,9,18,14,15,11,15,7,16,16,22
5:00,11,16,15,25,22,33,28,31,26,32,23,38,18,12
6:00,19,23,71,120,118,153,112,132,117,129,102,133,28,37
7:00,29,43,194,258,187,235,187,241,190,246,169,220,55,60
8:00,56,83,191,241,161,260,177,218,176,231,155,222,85,91
9:00,109,111,167,191,176,206,148,186,141,186,160,199,126,125
10:00,129,164,178,212,149,165,157,162,160,184,167,197,165,188
11:00,187,243,180,209,163,179,174,182,173,190,225,210,225,249
12:00,200,238,224,224,182,200,191,198,212,259,209,237,228,252
13:00,248,271,212,267,217,238,192,217,230,236,248,261,262,283
14:00,256,315,223,255,202,224,240,245,233,252,245,276,249,286
15:00,284,293,260,309,232,305,259,290,253,306,301,336,296,328
16:00,239,305,272,337,290,375,323,384,336,345,341,360,300,314
17:00,236,284,329,367,309,391,351,345,348,383,362,404,289,334
18:00,241,271,348,366,320,386,314,406,330,380,333,412,282,320
19:00,238,258,295,349,266,313,299,384,282,330,321,365,235,297
20:00,173,252,221,299,215,268,246,288,250,295,252,298,218,327
21:00,166,193,199,197,159,193,189,243,163,247,171,250,215,258
22:00,149,148,164,164,131,169,139,184,152,184,208,197,186,191
23:00,98,112,97,132,115,118,115,125,96,119,160,162,147,174
TOTAL,3292,3871,3946,4654,3765,4596,4015,4616,4044,4723,4314,4948,3862,4386
