176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,June 15 2014,,June 16 2014,,June 17 2014,,June 18 2014,,June 19 2014,,June 20 2014,,June 21 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,210,129,108,55,125,72,150,72,141,75,150,72,199,144
1:00,133,74,67,31,81,37,100,32,82,48,100,49,134,76
2:00,99,59,46,18,53,27,47,17,56,24,56,30,82,46
3:00,67,31,27,15,40,15,36,14,39,11,39,23,65,35
4:00,34,25,38,9,48,22,39,15,52,18,48,17,51,22
5:00,36,12,57,20,58,29,64,23,64,25,50,19,39,26
6:00,55,23,136,50,126,50,130,52,126,55,153,61,73,27
7:00,74,49,222,127,207,113,214,128,198,121,229,131,139,67
8:00,150,68,280,182,263,211,312,215,345,213,305,193,233,139
9:00,234,134,329,232,317,225,303,202,307,226,291,212,342,189
10:00,301,207,338,271,301,193,310,209,350,260,348,254,365,248
11:00,428,284,350,276,337,242,351,235,325,228,408,282,450,320
12:00,447,301,423,327,405,282,447,294,427,306,477,358,500,375
13:00,538,395,481,356,476,314,443,348,462,334,469,366,517,432
14:00,578,420,448,344,441,342,476,328,450,329,497,401,557,430
15:00,516,385,506,400,508,388,516,427,510,419,557,467,566,438
16:00,550,385,661,553,608,523,628,527,618,530,672,559,544,379
17:00,471,339,712,706,801,709,727,695,761,677,756,652,563,386
18:00,526,345,747,683,783,705,804,716,761,762,723,665,556,381
19:00,432,299,642,494,647,531,650,485,666,504,637,552,491,307
20:00,389,279,433,291,450,340,491,342,495,396,490,364,448,301
21:00,331,234,358,246,358,254,431,310,368,241,376,284,390,283
22:00,242,167,278,184,263,196,345,267,323,237,361,293,348,265
23:00,184,138,210,114,194,115,233,156,209,144,269,178,281,191
TOTAL,7025,4782,7897,5984,7890,5935,8247,6109,8135,6183,8461,6482,7933,5507
