176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 06 2014,,July 07 2014,,July 08 2014,,July 09 2014,,July 10 2014,,July 11 2014,,July 12 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,173,96,138,91,129,87,144,95,147,116,157,96,193,157
1:00,96,69,70,41,75,45,95,58,96,42,89,64,124,97
2:00,76,42,42,24,52,33,62,17,49,20,56,26,98,57
3:00,56,32,37,13,38,22,43,14,33,15,39,26,59,22
4:00,40,18,39,15,56,15,54,13,49,23,51,15,41,28
5:00,34,14,53,34,62,29,55,15,54,30,63,31,39,11
6:00,53,25,129,58,127,60,140,62,126,62,134,53,73,45
7:00,71,28,186,112,230,119,218,129,235,134,242,121,156,68
8:00,129,50,260,184,317,190,289,191,278,182,310,197,209,127
9:00,190,114,265,182,318,190,300,219,313,230,336,232,291,200
10:00,310,188,311,240,345,231,322,230,309,242,346,257,407,255
11:00,362,254,367,274,359,258,367,256,373,284,416,287,447,327
12:00,458,321,436,308,423,314,410,289,430,337,432,333,504,379
13:00,488,340,464,363,492,372,457,358,463,362,479,363,517,375
14:00,532,402,478,334,472,366,458,366,465,348,508,416,563,449
15:00,461,368,494,412,511,414,536,433,541,403,583,523,519,390
16:00,454,317,586,519,632,555,602,558,612,563,701,609,541,380
17:00,474,337,721,644,734,690,747,688,754,685,713,702,573,408
18:00,460,340,844,685,789,734,796,740,789,714,739,634,547,349
19:00,416,295,661,520,706,561,686,525,694,563,684,501,476,325
20:00,394,274,490,341,513,367,508,358,536,407,559,389,429,317
21:00,367,241,408,271,434,300,431,306,431,267,425,331,389,290
22:00,266,174,298,212,313,219,322,260,336,252,386,267,325,246
23:00,218,139,204,140,190,139,210,137,241,173,294,217,301,226
TOTAL,6578,4478,7981,6017,8317,6310,8252,6317,8354,6454,8742,6690,7821,5528
