176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,July 06 2014,,,July 07 2014,,,July 08 2014,,,July 09 2014,,,July 10 2014,,,July 11 2014,,,July 12 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,72,109,66,52,68,54,93,125,85,96,131,88,105,106,79,103,119,93,118,144,110
1:00,26,60,36,34,39,28,45,47,30,44,63,42,38,42,39,46,59,44,44,70,51
2:00,30,19,26,17,30,25,27,41,22,33,35,45,42,48,28,27,60,40,40,42,29
3:00,20,23,22,30,31,23,37,41,28,32,44,37,38,39,29,35,40,36,22,39,18
4:00,18,25,15,77,76,60,65,107,65,67,106,65,70,86,72,66,100,57,40,73,29
5:00,31,45,23,227,262,210,245,270,213,251,282,234,235,282,221,221,264,208,67,88,66
6:00,46,62,49,354,500,386,397,508,402,402,469,413,371,517,399,376,459,381,124,107,90
7:00,71,113,93,451,633,526,484,653,606,495,646,596,469,641,593,460,612,539,156,237,180
8:00,87,134,102,422,608,527,481,731,615,464,642,550,466,711,583,461,670,575,206,316,225
9:00,153,247,156,357,462,411,367,581,467,385,557,420,328,548,433,351,539,461,261,405,310
10:00,271,360,269,292,421,325,356,513,371,337,477,398,328,452,377,321,510,427,332,488,353
11:00,247,395,305,268,417,323,323,414,351,301,433,359,302,454,358,302,452,356,308,427,321
12:00,279,382,274,281,399,331,272,404,324,254,404,323,289,392,333,300,416,368,287,448,325
13:00,294,420,309,317,396,314,304,385,379,306,407,356,270,406,361,361,399,383,352,445,328
14:00,277,415,300,301,385,342,292,408,358,303,441,355,280,451,385,328,474,379,324,382,298
15:00,297,377,265,353,478,405,368,483,390,390,473,407,358,510,443,367,500,420,298,415,284
16:00,246,354,260,363,456,386,404,459,403,373,445,402,393,444,417,376,487,407,337,398,283
17:00,278,359,248,384,482,409,419,498,397,435,493,441,424,489,401,370,414,392,376,418,307
18:00,319,350,243,405,448,335,398,452,320,406,459,366,410,501,364,360,445,339,367,422,273
19:00,294,342,220,343,382,276,320,381,272,334,358,277,368,406,296,306,348,301,315,349,253
20:00,206,221,190,227,245,173,214,267,205,213,284,201,220,247,205,268,272,241,240,259,181
21:00,161,203,173,158,180,144,163,205,159,162,194,150,170,240,171,173,214,186,182,219,164
22:00,121,195,133,132,176,120,130,176,131,146,180,124,128,187,137,149,209,145,145,212,164
23:00,84,141,96,98,143,95,96,133,98,114,150,86,93,127,100,137,170,120,126,200,122
TOTAL,3928,5351,3873,5943,7717,6228,6300,8282,6691,6343,8173,6735,6195,8326,6824,6264,8232,6898,5067,6603,4764
