176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,July 06 2014,,July 07 2014,,July 08 2014,,July 09 2014,,July 10 2014,,July 11 2014,,July 12 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,110,52,82,97,119,118,109,107,108,109,142,110,153,101
1:00,69,44,56,22,69,38,64,36,59,40,86,48,103,70
2:00,49,36,31,15,43,26,54,26,41,27,46,25,61,31
3:00,35,19,28,9,49,20,41,24,35,17,37,22,64,19
4:00,31,5,43,40,47,44,43,44,40,41,45,50,33,23
5:00,26,19,99,83,103,102,115,104,148,105,111,104,43,40
6:00,67,41,334,324,340,359,344,368,334,382,253,301,113,132
7:00,53,24,253,270,245,272,264,299,249,274,249,221,95,98
8:00,48,24,271,222,265,250,284,204,290,226,268,193,95,72
9:00,72,44,222,150,206,129,191,153,199,135,212,147,134,88
10:00,89,78,177,144,215,137,210,145,198,141,231,157,151,99
11:00,147,108,182,164,221,173,252,193,218,169,250,163,222,142
12:00,182,134,235,184,277,183,241,199,258,206,261,187,263,192
13:00,209,145,292,255,284,235,288,238,300,283,314,239,246,205
14:00,264,187,312,281,305,282,301,300,308,300,326,302,274,231
15:00,246,180,355,391,348,368,369,380,371,379,376,389,298,266
16:00,261,184,432,372,434,380,461,404,448,403,429,391,295,209
17:00,206,178,480,429,490,405,484,447,482,414,428,381,254,198
18:00,227,177,561,444,498,436,540,474,512,459,446,404,284,196
19:00,216,169,377,326,401,355,393,355,413,352,378,280,261,197
20:00,208,127,284,215,287,246,276,269,289,243,259,225,241,180
21:00,170,136,257,178,233,165,269,172,262,192,267,177,226,164
22:00,145,115,177,150,210,164,204,161,234,159,236,163,204,136
23:00,136,126,140,129,147,150,155,142,163,150,217,165,206,179
TOTAL,3266,2352,5680,4894,5836,5037,5952,5244,5959,5206,5867,4844,4319,3268
