176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 28 2014,,December 29 2014,,December 30 2014,,December 31 2014,,January 01 2015,,January 02 2015,,January 03 2015,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,81,93,41,55,65,65,41,58,76,70,31,42,87,84
1:00,55,43,15,37,35,38,42,36,106,83,25,29,51,66
2:00,26,33,13,21,19,28,21,36,97,92,20,17,38,59
3:00,29,15,18,18,14,17,21,15,57,63,11,18,20,32
4:00,20,8,11,17,14,18,23,30,34,27,8,15,15,26
5:00,22,13,34,34,29,32,30,24,11,20,21,22,19,10
6:00,15,20,76,118,68,112,74,103,21,16,45,55,27,32
7:00,20,33,133,169,102,162,118,151,18,32,62,105,34,34
8:00,53,50,177,209,170,198,148,198,35,38,108,130,64,62
9:00,98,101,130,144,156,160,136,157,48,57,123,131,83,91
10:00,121,128,155,169,151,134,155,168,71,77,155,170,132,122
11:00,145,201,170,167,187,195,181,174,103,121,192,191,182,205
12:00,177,195,222,230,204,223,246,261,161,194,240,254,264,264
13:00,250,287,246,242,250,256,286,292,195,210,270,284,289,305
14:00,252,264,255,246,260,247,305,325,207,200,288,308,293,287
15:00,211,233,301,308,316,315,347,331,231,263,326,327,284,310
16:00,184,173,335,356,360,358,391,399,212,253,323,328,347,326
17:00,220,213,362,391,355,418,349,411,219,242,349,398,296,324
18:00,291,318,358,415,378,421,381,456,206,236,344,380,313,351
19:00,224,202,277,332,313,358,339,387,186,206,265,318,262,287
20:00,179,177,219,268,256,238,271,270,163,186,250,256,195,221
21:00,147,162,176,171,199,199,193,213,138,130,163,184,164,171
22:00,65,81,127,132,159,153,148,147,105,130,166,167,132,139
23:00,59,81,92,100,118,101,107,96,86,88,134,112,120,136
TOTAL,2944,3124,3943,4349,4178,4446,4353,4738,2786,3034,3919,4241,3711,3944
