176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 28 2014,,December 29 2014,,December 30 2014,,December 31 2014,,January 01 2015,,January 02 2015,,January 03 2015,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,161,105,90,77,116,45,127,57,150,94,107,61,148,103
1:00,111,59,61,42,62,39,89,31,184,134,59,29,99,71
2:00,74,42,32,23,49,12,39,29,174,134,37,23,92,51
3:00,69,27,28,17,34,16,39,25,108,71,22,5,57,32
4:00,22,19,31,20,33,10,39,17,69,44,27,12,38,28
5:00,35,16,47,21,54,26,46,28,41,31,42,20,38,19
6:00,50,26,98,52,101,49,105,61,52,25,120,50,63,40
7:00,71,41,158,112,196,103,147,102,61,33,135,86,95,38
8:00,117,59,213,167,252,162,219,171,82,49,210,137,141,89
9:00,188,87,255,186,236,185,255,179,124,67,245,139,219,136
10:00,271,151,283,218,254,226,282,280,189,151,347,216,322,190
11:00,352,248,329,350,342,315,415,371,263,236,397,230,421,257
12:00,435,279,430,689,432,408,511,413,323,261,466,335,457,314
13:00,563,369,492,419,496,468,581,543,375,241,540,367,546,392
14:00,544,375,497,384,535,440,589,505,477,305,588,425,536,405
15:00,390,266,580,418,573,464,726,528,400,321,630,470,578,408
16:00,353,233,634,567,600,555,770,606,453,317,681,525,582,423
17:00,400,255,755,622,757,631,791,629,458,257,704,555,553,396
18:00,476,342,789,642,769,644,801,601,440,292,712,615,568,410
19:00,384,269,625,435,668,477,669,467,362,247,530,405,465,317
20:00,352,261,392,268,411,297,482,304,314,191,397,316,381,262
21:00,253,175,301,184,351,230,399,222,230,156,266,216,314,206
22:00,187,138,268,186,258,162,289,141,167,126,270,207,252,160
23:00,144,115,157,101,178,121,212,121,163,111,221,178,225,160
TOTAL,6002,3957,7545,6200,7757,6085,8622,6431,5659,3894,7753,5622,7190,4907
