176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,December 28 2014,,,December 29 2014,,,December 30 2014,,,December 31 2014,,,January 01 2015,,,January 02 2015,,,January 03 2015,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,86,93,56,58,59,52,60,70,43,42,75,63,63,89,51,47,61,33,99,105,88
1:00,36,56,44,33,43,25,23,48,31,35,36,27,104,141,107,35,43,21,36,52,35
2:00,33,49,36,42,37,35,34,40,25,32,29,36,101,124,96,26,40,23,43,39,27
3:00,20,28,15,16,37,33,28,45,34,12,37,32,48,80,44,13,31,28,23,40,23
4:00,22,27,22,52,91,64,52,85,69,47,82,49,34,40,44,46,64,49,15,35,32
5:00,42,55,32,210,235,206,206,253,184,176,212,174,42,43,31,155,184,130,51,66,52
6:00,53,88,62,336,397,347,329,408,360,312,380,306,40,65,50,232,299,211,91,108,71
7:00,75,119,96,397,592,493,403,586,460,387,535,413,68,83,63,336,468,356,124,203,146
8:00,101,139,99,419,525,485,399,535,462,407,508,450,73,95,43,349,479,379,149,232,155
9:00,137,205,131,324,448,342,350,450,365,338,414,341,104,114,92,305,375,297,197,261,210
10:00,260,327,231,323,381,369,320,511,402,314,466,377,162,183,115,335,383,331,283,329,252
11:00,296,318,246,331,417,377,345,458,399,322,566,346,216,230,176,345,378,346,327,360,284
12:00,298,330,234,310,410,315,328,385,321,344,414,352,235,285,198,347,414,356,345,393,319
13:00,346,369,282,327,433,376,350,415,353,379,435,345,292,337,216,378,435,405,390,377,337
14:00,278,301,226,401,388,311,376,382,367,386,421,328,288,349,240,368,447,326,361,417,351
15:00,214,262,192,385,495,368,382,484,344,415,539,360,281,312,212,360,424,366,342,395,291
16:00,215,234,162,358,385,379,326,443,381,353,415,370,286,266,216,338,415,328,286,389,284
17:00,262,279,230,344,433,365,351,449,398,363,369,357,273,275,225,331,373,345,313,394,275
18:00,213,386,283,296,369,298,283,387,323,319,420,311,205,290,209,295,412,304,270,397,316
19:00,189,268,176,234,311,238,251,322,236,289,367,264,188,236,172,267,314,261,241,288,228
20:00,152,198,148,168,197,143,189,199,156,236,287,191,141,176,115,194,213,134,161,208,132
21:00,128,152,102,124,144,94,172,137,116,179,201,104,127,140,94,133,166,112,127,185,122
22:00,94,136,96,100,120,82,123,148,87,154,160,103,119,134,95,122,129,101,103,166,92
23:00,74,96,72,78,105,72,95,104,64,112,143,81,82,111,67,99,114,73,115,172,120
TOTAL,3624,4515,3273,5666,7052,5869,5775,7344,5980,5953,7511,5780,3572,4198,2971,5456,6661,5315,4492,5611,4242
