112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 18 2014,,May 19 2014,,May 20 2014,,May 21 2014,,May 22 2014,,May 23 2014,,May 24 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,39,45,29,23,31,35,31,28,32,40,32,49,42,65
1:00,27,30,10,17,15,23,13,20,16,24,16,19,27,35
2:00,13,33,8,10,5,10,10,16,7,15,15,19,14,25
3:00,9,17,6,10,8,8,6,10,5,5,14,17,9,17
4:00,7,13,7,11,4,12,6,16,7,19,7,18,11,15
5:00,4,8,13,40,13,34,11,33,10,32,13,35,5,9
6:00,8,12,37,63,47,78,58,80,48,69,37,71,19,31
7:00,24,31,127,167,129,161,127,153,139,169,97,148,27,54
8:00,32,69,203,244,244,270,229,272,223,256,168,216,50,83
9:00,66,202,144,214,154,229,167,225,204,262,148,226,91,167
10:00,96,184,140,232,142,254,129,210,132,215,146,229,130,219
11:00,150,246,167,261,135,245,171,261,160,246,165,292,142,317
12:00,160,278,178,280,170,287,171,320,170,298,185,352,185,348
13:00,191,333,199,338,184,317,170,303,211,333,215,368,198,366
14:00,182,325,216,287,215,314,180,276,195,318,255,367,183,326
15:00,176,298,222,334,201,321,228,308,212,296,264,356,180,306
16:00,189,277,251,345,245,314,240,323,245,322,298,371,192,295
17:00,159,261,236,314,231,320,246,335,252,323,278,380,186,306
18:00,150,274,248,328,202,307,233,309,244,318,253,342,147,260
19:00,117,232,192,237,209,292,217,289,211,303,184,294,132,236
20:00,79,144,140,206,141,211,135,219,145,240,149,247,107,197
21:00,68,110,110,150,106,180,94,167,110,165,119,200,88,149
22:00,51,89,62,114,70,100,67,121,77,131,106,124,82,105
23:00,35,44,42,45,58,64,57,77,43,71,69,79,52,98
TOTAL,2032,3555,2987,4270,2959,4386,2996,4371,3098,4470,3233,4819,2299,4029
