112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,May 18 2014,,,May 19 2014,,,May 20 2014,,,May 21 2014,,,May 22 2014,,,May 23 2014,,,May 24 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,145,129,163,88,73,106,120,75,122,104,86,133,115,81,151,130,103,127,166,101,153
1:00,71,62,74,31,34,49,51,56,63,43,40,52,57,43,62,55,46,49,63,69,56
2:00,51,43,49,22,31,33,32,30,41,40,31,49,34,28,57,42,34,56,38,52,44
3:00,38,36,52,26,25,46,41,38,69,32,25,88,32,35,69,38,33,71,24,24,38
4:00,40,38,40,47,65,166,70,71,167,60,66,158,69,70,165,64,71,156,43,44,61
5:00,46,42,81,209,229,497,218,244,529,213,247,508,208,209,551,149,198,478,57,53,107
6:00,85,74,153,535,560,807,586,553,834,571,557,847,544,559,791,402,445,697,113,106,210
7:00,150,134,186,763,756,863,882,863,901,768,807,898,819,817,876,673,671,821,196,151,246
8:00,190,166,238,775,874,815,994,980,815,770,845,818,854,931,812,665,756,758,244,188,350
9:00,285,223,326,669,659,654,767,774,654,635,656,661,688,686,651,597,597,624,381,319,444
10:00,446,352,460,560,558,564,582,583,577,513,516,566,614,574,562,542,534,558,451,421,518
11:00,493,441,499,457,443,501,430,454,466,479,446,484,499,495,489,505,509,490,482,486,510
12:00,487,437,488,419,421,482,442,492,473,482,447,490,464,477,488,513,551,501,506,495,493
13:00,466,537,491,464,475,469,475,461,458,481,482,491,442,509,456,502,549,485,483,542,468
14:00,453,491,475,455,496,541,453,535,518,457,536,522,457,526,486,503,543,501,529,491,498
15:00,414,470,448,515,603,515,514,602,556,526,551,534,504,583,577,490,577,496,428,451,516
16:00,365,431,434,499,620,561,484,578,586,513,588,581,511,608,541,472,582,552,409,416,460
17:00,425,495,496,438,575,547,463,573,570,470,602,593,480,555,525,468,595,521,430,535,623
18:00,355,384,398,398,554,572,391,508,578,460,575,535,438,512,527,412,488,486,362,422,521
19:00,320,298,358,340,394,479,376,456,509,390,445,490,437,414,450,406,438,487,374,353,437
20:00,243,251,275,267,292,342,289,290,336,305,293,332,302,284,347,323,340,361,276,257,329
21:00,193,171,236,203,201,252,202,238,282,232,222,290,260,216,290,252,259,293,267,236,284
22:00,149,147,198,188,180,236,206,187,242,197,159,241,219,169,231,249,197,273,220,229,228
23:00,144,118,148,129,108,162,131,115,167,154,116,174,139,117,164,179,141,172,211,149,184
TOTAL,6054,5970,6766,8497,9226,10259,9199,9756,10513,8895,9338,10535,9186,9498,10318,8631,9257,10013,6753,6590,7778
