112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 18 2014,,May 19 2014,,May 20 2014,,May 21 2014,,May 22 2014,,May 23 2014,,May 24 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,90,74,52,49,32,65,54,66,50,70,49,68,65,95
1:00,57,58,14,19,25,37,28,24,29,35,40,36,59,58
2:00,36,39,18,19,13,16,22,16,13,20,23,26,34,34
3:00,37,34,8,13,13,18,9,17,8,21,11,14,30,23
4:00,13,19,10,18,7,14,6,16,8,12,13,16,13,20
5:00,14,20,16,27,12,16,7,27,16,26,15,22,12,19
6:00,14,14,52,49,54,54,56,62,46,49,40,49,18,23
7:00,29,24,99,107,107,125,108,113,116,116,107,122,34,44
8:00,59,111,124,165,146,152,132,133,140,158,132,152,61,88
9:00,79,205,160,213,182,215,158,178,175,192,161,200,124,229
10:00,169,321,198,234,184,223,194,247,206,249,219,252,254,347
11:00,228,270,230,287,217,278,218,288,240,271,263,293,242,272
12:00,229,302,255,282,260,313,220,296,271,302,284,339,267,318
13:00,324,352,271,347,297,341,249,327,278,319,297,348,312,391
14:00,290,313,236,323,260,319,277,312,288,279,322,340,277,334
15:00,271,299,309,286,335,356,300,274,288,356,335,349,265,341
16:00,279,313,378,315,367,370,350,391,342,356,360,388,281,332
17:00,200,280,432,429,420,428,422,411,430,426,389,334,251,330
18:00,242,263,500,460,453,441,476,438,448,432,386,386,235,297
19:00,197,233,323,362,356,352,337,367,347,377,279,333,177,242
20:00,158,207,224,275,238,245,220,267,255,274,207,259,157,213
21:00,121,138,179,188,197,220,194,231,178,193,154,171,145,168
22:00,95,89,111,139,126,167,134,149,135,160,126,143,130,132
23:00,76,55,66,86,80,77,78,80,78,92,113,104,85,107
TOTAL,3307,4033,4265,4692,4381,4842,4249,4730,4385,4785,4325,4744,3528,4457
