176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 10 2014,,August 11 2014,,August 12 2014,,August 13 2014,,August 14 2014,,August 15 2014,,August 16 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,191,138,132,87,130,67,121,74,141,66,146,84,203,152
1:00,129,70,74,48,77,36,70,45,78,60,81,49,139,76
2:00,86,46,42,21,58,19,60,31,55,26,62,25,82,33
3:00,72,32,41,19,32,14,41,13,43,16,53,18,56,32
4:00,30,21,37,11,47,16,52,19,49,16,45,12,50,26
5:00,35,21,59,22,65,20,60,33,66,24,68,28,46,16
6:00,49,30,128,85,120,69,123,52,123,51,148,64,63,27
7:00,90,37,161,115,184,126,178,132,199,112,180,113,102,64
8:00,177,72,269,156,249,169,253,182,261,160,246,159,193,102
9:00,220,127,316,217,243,198,312,200,305,187,314,217,274,159
10:00,317,194,310,214,279,252,312,197,340,224,322,230,366,233
11:00,444,312,347,256,342,227,333,239,390,244,382,267,442,293
12:00,476,325,427,327,427,281,429,273,436,293,475,295,485,333
13:00,515,383,458,330,414,312,428,311,417,312,491,362,506,389
14:00,548,439,483,369,443,348,467,355,482,350,542,405,497,372
15:00,518,363,493,386,509,412,534,382,527,435,566,476,567,414
16:00,490,360,617,488,569,491,634,547,618,508,641,580,558,360
17:00,511,369,721,675,750,668,742,698,762,698,759,648,568,410
18:00,486,356,802,724,798,737,809,746,804,743,765,636,505,368
19:00,454,287,648,493,674,577,674,537,643,556,693,542,502,349
20:00,404,275,465,318,404,275,450,319,474,341,487,358,450,282
21:00,327,252,356,246,316,237,395,273,407,276,379,267,399,259
22:00,307,216,316,232,218,191,295,218,315,193,295,219,342,232
23:00,194,127,184,106,155,115,203,132,207,129,281,188,263,167
TOTAL,7070,4852,7886,5945,7503,5857,7975,6008,8142,6020,8421,6242,7658,5148
