176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 10 2014,,August 11 2014,,August 12 2014,,August 13 2014,,August 14 2014,,August 15 2014,,August 16 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,114,98,95,90,112,112,108,112,125,111,111,93,171,136
1:00,81,62,51,32,73,46,62,56,70,43,67,39,119,77
2:00,49,41,35,17,34,16,45,35,50,20,57,34,55,27
3:00,51,18,22,12,31,19,37,20,40,21,47,17,45,19
4:00,32,12,41,38,41,48,42,55,48,29,34,29,34,20
5:00,36,39,96,113,105,109,106,110,134,114,89,95,48,42
6:00,69,71,336,316,329,356,334,320,324,329,261,302,108,63
7:00,65,53,239,287,255,285,246,295,240,300,234,255,87,78
8:00,57,42,285,221,270,227,292,259,308,230,273,217,89,51
9:00,88,61,235,164,230,162,224,171,206,151,185,147,98,70
10:00,114,78,217,163,211,145,182,150,226,142,194,132,136,99
11:00,156,100,242,179,239,164,235,172,230,164,220,154,194,121
12:00,192,141,268,243,241,181,251,203,262,223,263,219,219,163
13:00,245,192,285,237,294,248,308,239,303,245,297,262,263,204
14:00,255,179,293,304,258,287,285,296,317,289,301,295,280,205
15:00,278,219,389,368,386,418,374,415,369,411,414,406,291,241
16:00,257,215,457,392,412,358,433,363,443,395,394,370,310,246
17:00,247,202,493,437,457,403,490,420,472,391,458,385,305,229
18:00,267,190,509,459,552,456,524,413,519,433,463,390,279,196
19:00,215,170,397,333,433,358,444,359,417,332,401,330,263,202
20:00,205,152,258,177,278,232,275,229,296,248,271,219,230,153
21:00,212,153,260,171,219,145,241,179,241,158,251,180,225,161
22:00,181,129,183,140,158,147,199,162,229,150,187,158,211,139
23:00,145,124,154,141,142,129,154,171,169,154,209,132,201,117
TOTAL,3611,2741,5840,5034,5760,5051,5891,5204,6038,5083,5681,4860,4261,3059
