176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,August 10 2014,,,August 11 2014,,,August 12 2014,,,August 13 2014,,,August 14 2014,,,August 15 2014,,,August 16 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,93,140,107,68,102,54,99,110,83,88,120,77,81,119,82,96,108,95,118,138,110
1:00,59,80,57,43,47,24,44,59,37,31,50,42,45,55,35,38,66,35,47,57,52
2:00,32,44,23,26,29,19,29,48,31,30,42,42,36,32,40,28,50,40,33,48,34
3:00,24,34,25,23,30,26,30,31,30,25,51,39,36,45,35,29,49,37,24,36,27
4:00,17,25,18,68,87,48,75,102,59,83,82,82,66,106,67,77,92,73,27,50,35
5:00,41,61,30,215,294,204,238,280,232,220,268,232,219,284,214,221,268,200,70,77,63
6:00,55,80,64,375,448,438,386,474,426,365,491,423,389,461,401,331,448,366,92,138,86
7:00,125,149,127,450,654,568,465,631,538,438,635,554,422,662,596,427,572,533,156,216,156
8:00,101,166,129,415,616,503,437,670,548,448,634,571,457,614,561,407,597,504,211,288,214
9:00,161,248,179,371,491,465,340,497,435,337,467,383,336,489,401,349,447,381,284,345,275
10:00,256,456,281,309,410,399,316,409,357,321,393,358,302,431,377,315,463,362,287,439,319
11:00,272,425,320,320,412,399,278,390,337,310,398,343,281,390,324,319,372,353,335,463,354
12:00,300,374,293,286,401,352,283,340,296,293,386,325,289,389,343,289,407,353,326,453,365
13:00,333,399,322,264,379,351,249,455,338,303,405,341,309,387,362,298,424,379,339,403,327
14:00,310,412,317,291,407,365,312,435,415,289,437,350,308,402,380,329,462,362,308,395,298
15:00,294,394,272,330,422,399,330,425,382,329,394,404,339,419,413,387,438,368,320,397,273
16:00,288,399,257,364,431,405,336,445,420,386,414,425,335,452,418,348,467,400,309,363,337
17:00,264,368,249,326,382,387,316,470,428,348,428,417,297,477,439,344,454,397,311,408,265
18:00,263,380,280,284,355,317,305,384,322,286,368,334,318,394,351,300,399,365,321,364,280
19:00,216,306,247,272,350,288,231,285,244,276,328,299,265,312,246,267,363,308,263,337,264
20:00,190,251,207,194,242,183,157,223,163,194,221,181,186,248,199,202,253,208,218,235,190
21:00,185,240,180,141,181,160,149,164,116,162,193,149,147,200,154,171,201,174,184,220,173
22:00,121,221,133,127,177,133,99,151,116,146,163,120,129,166,115,129,191,120,168,207,163
23:00,104,134,83,85,133,98,95,104,82,110,149,90,108,134,83,117,165,126,94,148,97
TOTAL,4104,5786,4200,5647,7480,6585,5599,7582,6435,5818,7517,6581,5700,7668,6636,5818,7756,6539,4845,6225,4757
