176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,August 17 2014,,,August 18 2014,,,August 19 2014,,,August 20 2014,,,August 21 2014,,,August 22 2014,,,August 23 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,78,125,82,59,82,66,89,133,98,101,132,91,90,125,88,101,126,92,122,153,114
1:00,51,62,46,28,46,35,32,39,41,37,43,29,43,54,38,47,43,35,52,68,40
2:00,36,53,36,28,32,16,32,60,44,32,50,33,41,42,34,33,39,27,24,31,25
3:00,28,33,19,27,29,27,38,52,33,26,49,43,37,38,33,38,53,39,22,29,17
4:00,14,27,33,64,93,50,77,92,73,73,115,67,69,93,58,69,93,62,24,57,37
5:00,26,51,42,227,279,206,239,302,225,236,289,233,223,290,216,231,255,210,66,82,67
6:00,54,84,59,381,453,388,384,495,421,386,462,404,394,459,423,340,433,378,97,148,103
7:00,96,133,107,456,605,567,451,664,576,481,662,594,457,679,560,435,595,519,135,200,181
8:00,122,161,131,393,649,542,448,653,578,416,634,572,443,613,560,383,577,465,191,255,204
9:00,173,255,163,322,500,465,377,518,459,377,488,421,376,468,432,355,472,370,263,356,292
10:00,264,333,260,322,434,397,326,420,369,314,456,364,317,461,375,303,461,391,334,450,364
11:00,303,398,278,278,424,385,291,426,412,301,369,346,289,392,335,323,479,375,289,469,339
12:00,287,372,271,293,378,314,305,376,320,283,421,324,307,396,345,294,433,371,324,470,351
13:00,353,426,349,286,361,366,302,411,337,284,412,347,255,448,372,305,419,396,300,436,307
14:00,342,463,314,271,408,378,343,425,376,307,415,376,185,517,465,354,464,422,314,418,292
15:00,297,449,306,365,438,423,337,430,372,322,462,455,256,516,458,371,520,375,377,450,302
16:00,309,443,310,373,493,435,381,439,430,377,459,405,379,432,396,416,498,396,341,417,285
17:00,361,422,283,407,509,404,400,500,417,351,463,385,407,495,429,361,469,365,360,403,265
18:00,289,391,266,332,412,343,316,424,345,336,389,352,385,460,371,305,429,369,337,374,279
19:00,214,283,260,281,276,253,283,323,267,289,348,280,314,292,302,298,339,300,242,312,252
20:00,182,239,201,221,236,188,181,228,202,230,217,202,185,251,197,208,234,179,192,238,196
21:00,187,234,179,130,192,152,176,208,156,164,216,168,175,225,182,174,224,149,152,259,172
22:00,106,187,124,117,161,109,121,163,124,128,167,127,122,167,119,144,163,132,145,214,148
23:00,97,127,88,86,125,73,87,117,89,90,154,99,90,126,116,134,176,128,100,173,124
TOTAL,4269,5751,4207,5747,7615,6582,6016,7898,6764,5941,7872,6717,5839,8039,6904,6022,7994,6545,4803,6462,4756
