176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 17 2014,,August 18 2014,,August 19 2014,,August 20 2014,,August 21 2014,,August 22 2014,,August 23 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,194,136,115,74,102,66,132,85,145,70,167,83,207,147
1:00,161,73,70,48,77,48,72,35,95,52,87,51,123,91
2:00,92,49,49,22,57,18,65,26,61,23,54,27,85,43
3:00,52,37,44,13,36,15,38,12,48,15,41,22,64,34
4:00,53,25,41,12,42,9,44,14,40,22,38,12,40,21
5:00,30,10,55,32,61,29,61,29,68,35,82,26,46,24
6:00,52,26,126,78,148,78,142,69,138,79,119,73,82,48
7:00,94,36,182,119,179,155,184,134,193,132,199,126,94,51
8:00,136,59,272,172,248,156,189,213,266,168,266,184,183,118
9:00,215,125,314,213,285,188,286,227,275,231,352,179,281,174
10:00,305,194,324,253,332,225,304,244,310,252,337,233,352,250
11:00,411,273,374,268,347,252,359,284,363,260,407,297,427,286
12:00,467,332,413,275,415,292,403,306,404,282,447,349,451,359
13:00,502,358,466,338,420,331,443,316,450,348,473,358,511,352
14:00,525,396,469,355,429,360,461,378,467,331,479,406,522,372
15:00,472,340,532,393,515,432,515,393,509,381,557,474,539,410
16:00,498,391,650,535,605,540,624,535,610,508,671,606,547,411
17:00,526,350,783,695,749,700,740,682,731,660,758,686,548,370
18:00,488,318,841,742,789,753,820,705,768,677,752,684,551,393
19:00,458,286,669,492,659,539,669,519,705,529,681,503,477,323
20:00,426,287,483,334,474,323,486,337,525,389,464,324,434,295
21:00,362,259,355,267,389,271,399,276,410,310,398,256,385,290
22:00,262,174,279,196,310,230,312,238,360,248,357,267,337,239
23:00,181,135,162,124,208,111,229,141,233,151,320,202,274,200
TOTAL,6962,4669,8068,6050,7876,6121,7977,6198,8174,6153,8506,6428,7560,5301
