176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,August 17 2014,,August 18 2014,,August 19 2014,,August 20 2014,,August 21 2014,,August 22 2014,,August 23 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,100,112,44,69,75,75,78,77,87,68,86,87,128,107
1:00,62,62,35,28,37,47,32,45,37,46,42,52,80,84
2:00,36,65,18,21,24,25,25,23,24,27,24,23,34,34
3:00,19,30,12,14,12,21,15,20,19,18,23,18,30,20
4:00,26,19,8,17,17,22,12,21,12,22,11,19,19,16
5:00,8,18,35,31,41,32,33,30,38,29,40,35,14,11
6:00,22,32,140,135,123,153,127,152,134,146,113,145,33,42
7:00,28,37,160,210,198,240,192,217,185,223,181,176,58,69
8:00,54,51,197,211,216,260,225,240,210,244,200,227,85,94
9:00,97,105,187,178,146,197,173,196,176,191,189,187,111,136
10:00,152,146,133,181,136,181,171,214,156,181,185,153,176,179
11:00,156,185,173,209,159,193,172,185,194,185,178,210,232,223
12:00,194,212,202,234,191,204,195,244,199,215,237,243,257,246
13:00,237,272,261,251,219,254,202,241,235,237,292,302,275,274
14:00,278,287,243,256,230,254,216,236,251,243,284,265,290,287
15:00,285,313,289,277,259,315,294,307,298,300,322,342,281,312
16:00,272,289,325,318,308,318,373,364,293,334,374,356,315,331
17:00,272,269,412,384,403,351,339,366,406,348,389,386,311,289
18:00,268,276,343,369,368,382,358,391,383,352,399,379,293,332
19:00,254,314,354,394,292,377,336,394,335,381,317,351,260,244
20:00,215,261,240,263,217,268,217,265,243,282,230,300,218,220
21:00,196,200,196,212,236,243,215,242,240,251,203,243,195,231
22:00,150,151,140,155,202,195,163,167,175,189,179,176,168,211
23:00,106,101,93,104,103,119,103,132,115,139,168,161,135,151
TOTAL,3487,3807,4240,4521,4212,4726,4266,4769,4445,4651,4666,4836,3998,4143
