176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,December 21 2014,,,December 22 2014,,,December 23 2014,,,December 24 2014,,,December 25 2014,,,December 26 2014,,,December 27 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,94,115,68,67,78,65,101,140,92,80,106,73,92,132,87,62,77,74,63,96,74
1:00,43,85,44,45,46,41,29,43,38,41,62,57,53,72,45,33,58,37,40,60,41
2:00,25,57,33,22,37,28,36,44,42,33,45,41,32,56,32,29,32,22,27,40,30
3:00,28,27,25,25,47,32,29,58,41,27,43,34,15,24,15,22,25,21,24,33,31
4:00,21,29,27,68,97,67,84,103,63,46,94,49,20,14,10,33,61,40,29,39,38
5:00,48,64,35,231,285,232,196,272,209,143,176,143,20,24,17,106,143,96,54,56,38
6:00,63,84,72,354,453,378,354,472,370,243,353,284,33,34,28,184,234,145,75,107,81
7:00,63,125,101,450,599,504,422,599,495,336,389,352,38,53,52,238,296,194,97,174,113
8:00,108,135,109,395,586,538,381,585,519,302,456,365,44,70,49,242,292,218,129,174,157
9:00,153,213,163,327,484,388,367,474,410,277,366,309,117,156,105,218,301,227,176,238,164
10:00,317,354,295,359,434,352,361,428,369,323,366,301,162,219,146,269,356,277,283,292,248
11:00,339,373,310,354,412,394,368,444,395,373,399,306,207,256,191,324,399,347,309,349,243
12:00,360,383,298,340,450,409,338,434,415,352,435,367,236,315,236,347,405,330,319,397,291
13:00,364,405,337,359,480,406,375,476,374,368,436,352,300,360,270,325,468,361,374,417,329
14:00,337,389,326,362,467,391,402,449,429,330,432,354,294,386,317,333,394,340,355,366,273
15:00,282,386,272,343,466,424,397,479,441,343,433,336,278,366,287,346,414,349,346,393,296
16:00,308,367,292,370,504,444,411,444,441,330,438,377,258,342,261,307,352,285,313,347,278
17:00,309,378,313,331,470,401,327,394,349,326,466,397,246,314,246,329,394,315,297,334,270
18:00,241,320,233,284,405,300,300,370,324,275,435,344,235,321,250,296,370,258,267,367,256
19:00,143,196,156,247,313,242,232,332,256,260,353,257,237,321,248,220,294,230,220,318,242
20:00,110,164,133,184,212,159,200,289,218,207,303,203,240,322,236,165,209,150,152,220,159
21:00,135,168,110,172,169,111,150,211,130,210,276,245,221,303,222,147,173,115,143,157,115
22:00,174,276,179,154,155,110,115,173,105,161,260,219,182,224,190,122,123,95,139,169,110
23:00,77,113,93,90,145,83,120,133,83,111,241,172,91,163,108,90,107,80,90,138,83
TOTAL,4142,5206,4024,5933,7794,6499,6095,7846,6608,5497,7363,5937,3651,4847,3648,4787,5977,4606,4321,5281,3960
