176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,December 21 2014,,December 22 2014,,December 23 2014,,December 24 2014,,December 25 2014,,December 26 2014,,December 27 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,139,91,80,83,124,101,119,75,114,89,85,47,88,61
1:00,99,87,54,33,66,43,79,49,85,33,39,30,87,37
2:00,51,40,49,17,52,21,52,19,51,16,27,16,47,24
3:00,43,23,45,15,34,22,36,21,36,13,26,5,35,16
4:00,26,21,31,21,29,27,35,19,14,5,32,12,30,12
5:00,48,33,87,105,102,98,46,36,16,8,46,23,42,20
6:00,68,69,225,235,230,241,84,75,28,12,103,85,87,82
7:00,51,61,278,235,273,246,173,117,41,24,103,46,61,46
8:00,46,26,247,192,253,194,164,100,43,31,103,62,57,40
9:00,62,39,194,139,210,150,138,104,90,48,108,69,66,65
10:00,90,59,201,121,195,139,151,107,107,66,151,85,111,56
11:00,125,83,244,161,206,176,216,156,165,105,167,119,147,98
12:00,195,126,266,230,263,248,273,214,202,141,206,177,171,124
13:00,233,171,321,266,321,252,327,297,232,154,227,171,233,162
14:00,295,193,373,356,335,301,376,318,266,187,289,226,262,196
15:00,268,231,378,373,404,381,409,366,246,195,309,237,282,186
16:00,295,214,460,398,394,358,422,328,222,150,416,287,272,194
17:00,321,230,475,406,476,398,415,305,186,137,359,253,295,217
18:00,277,209,504,446,486,414,356,251,194,154,397,267,258,208
19:00,177,134,451,357,401,321,273,197,213,144,276,204,234,153
20:00,192,109,289,195,277,223,238,162,217,154,220,160,220,151
21:00,154,106,233,145,217,155,268,203,186,118,190,125,187,119
22:00,190,149,195,142,168,141,246,181,180,124,144,104,181,113
23:00,147,106,151,122,155,94,200,141,108,78,146,101,133,80
TOTAL,3592,2610,5831,4793,5671,4744,5096,3841,3242,2186,4169,2911,3586,2460
