112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,May 25 2014,,,May 26 2014,,,May 27 2014,,,May 28 2014,,,May 29 2014,,,May 30 2014,,,May 31 2014,,
TIME,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27,LN 25,LN 26,LN 27
0:00,236,239,140,157,140,117,164,151,89,188,161,123,188,170,125,235,184,129,266,252,198
1:00,149,130,89,83,101,60,84,63,45,116,109,76,118,99,66,142,129,72,187,160,145
2:00,103,88,68,67,64,32,49,34,27,71,52,34,69,68,47,69,65,48,109,99,69
3:00,82,65,42,48,54,38,48,31,28,53,66,31,59,57,24,67,62,27,82,83,60
4:00,56,57,27,59,51,28,69,53,29,70,77,34,71,75,38,66,67,42,67,55,36
5:00,48,38,26,34,37,37,82,99,64,127,116,84,94,108,72,114,112,70,75,74,34
6:00,69,66,42,80,72,41,271,225,208,271,253,225,258,260,220,256,246,205,113,122,87
7:00,68,56,41,86,83,74,379,301,265,382,323,262,386,341,261,396,329,257,161,124,96
8:00,128,94,58,160,111,72,415,310,280,369,346,311,434,341,307,386,334,284,229,177,154
9:00,156,106,84,147,129,88,384,307,287,422,318,270,422,308,287,444,370,297,296,325,223
10:00,238,173,139,233,169,150,413,304,276,394,308,291,428,299,291,438,350,318,401,393,294
11:00,286,255,196,287,226,192,425,326,283,432,326,287,413,288,297,428,366,342,494,398,375
12:00,361,287,230,395,326,256,490,383,428,454,382,372,448,364,352,529,455,443,518,431,440
13:00,475,389,310,453,363,316,501,431,450,553,425,401,544,415,429,574,468,512,551,523,508
14:00,471,419,385,481,447,348,583,516,488,479,451,469,532,473,479,626,563,540,606,547,546
15:00,514,460,392,426,450,369,453,570,575,552,557,575,600,564,563,647,599,661,606,596,562
16:00,484,437,381,469,497,395,489,712,686,636,717,704,732,700,707,708,769,720,610,569,508
17:00,447,447,369,531,432,363,633,818,693,650,806,757,645,834,806,763,829,775,590,595,483
18:00,469,453,368,500,430,317,601,831,713,708,835,800,797,834,816,837,846,764,644,546,442
19:00,439,376,340,515,388,310,981,806,668,601,727,682,765,748,656,956,732,640,717,522,433
20:00,373,318,256,524,345,258,646,472,424,498,479,402,535,527,449,815,545,521,559,403,376
21:00,317,285,238,365,301,258,452,377,330,441,406,324,460,409,393,510,456,404,411,381,316
22:00,273,238,170,305,264,197,345,328,265,371,348,288,390,372,307,454,390,365,377,383,297
23:00,231,195,154,224,196,159,280,264,183,263,243,201,301,232,248,371,317,287,346,307,257
TOTAL,6473,5671,4545,6629,5676,4475,9237,8712,7784,9101,8831,8003,9689,8886,8240,10831,9583,8723,9015,8065,6939
