112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,May 25 2014,,,May 26 2014,,,May 27 2014,,,May 28 2014,,,May 29 2014,,,May 30 2014,,,May 31 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,128,123,129,90,81,96,82,60,84,109,80,148,119,79,156,139,100,162,156,122,205
1:00,71,88,75,64,49,75,32,39,40,42,53,65,51,43,49,60,45,63,79,72,60
2:00,102,63,78,33,38,30,35,21,42,43,33,47,25,27,47,38,26,61,43,44,56
3:00,57,52,33,25,22,28,37,34,58,33,33,81,32,34,73,32,32,69,35,31,35
4:00,37,43,48,32,35,46,48,74,161,65,70,157,64,71,167,82,64,146,35,33,80
5:00,57,34,60,40,48,82,225,234,513,227,242,542,232,224,521,201,246,535,86,66,115
6:00,67,65,125,109,90,152,555,543,807,584,580,829,548,557,794,529,515,792,157,143,244
7:00,137,108,156,162,147,187,745,809,882,772,795,885,757,791,880,736,782,883,275,214,344
8:00,149,110,182,179,136,199,746,869,787,819,895,819,764,843,834,800,862,823,405,366,436
9:00,256,191,288,216,164,268,643,663,640,703,716,698,641,637,670,678,718,634,564,467,536
10:00,385,329,397,282,262,356,536,565,580,562,545,532,558,539,564,607,634,576,539,548,513
11:00,394,359,451,402,326,428,501,472,469,471,464,465,494,431,499,518,530,486,579,611,566
12:00,415,357,463,439,417,517,434,434,458,448,444,457,445,464,471,504,511,481,556,602,528
13:00,450,441,490,457,447,398,488,531,495,430,482,464,466,497,473,491,515,463,522,563,460
14:00,434,440,502,449,447,490,485,545,513,456,511,519,465,517,510,535,603,550,547,596,562
15:00,380,375,438,390,406,458,496,560,513,499,540,532,496,585,498,548,606,568,494,535,499
16:00,347,348,397,341,387,472,512,598,547,514,570,484,510,560,510,511,629,593,471,514,509
17:00,359,420,524,317,354,467,475,564,535,482,578,547,482,571,523,466,656,576,486,678,631
18:00,305,348,408,298,369,446,396,552,550,435,514,517,460,569,546,475,666,595,441,560,571
19:00,283,286,315,274,263,368,371,464,517,409,391,416,405,421,472,443,532,569,420,426,477
20:00,224,241,284,282,273,332,261,262,340,272,240,322,314,274,325,350,395,405,289,261,400
21:00,197,187,218,205,209,265,253,240,258,222,243,269,219,218,260,261,267,330,257,237,320
22:00,171,152,202,219,164,219,201,185,244,192,165,218,178,170,248,244,226,278,272,235,299
23:00,136,121,153,130,112,154,129,104,153,152,108,168,129,134,162,195,143,223,219,187,208
TOTAL,5541,5281,6416,5435,5246,6533,8686,9422,10186,8941,9292,10181,8854,9256,10252,9443,10303,10861,7927,8111,8654
