112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,May 25 2014,,May 26 2014,,May 27 2014,,May 28 2014,,May 29 2014,,May 30 2014,,May 31 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,69,73,43,62,36,57,31,37,44,49,42,61,91,103
1:00,47,49,34,31,29,28,14,17,24,35,36,34,46,63
2:00,29,44,17,23,14,16,10,20,27,32,19,29,46,32
3:00,23,34,20,17,6,9,4,15,8,17,19,18,21,26
4:00,11,16,10,16,8,12,13,17,8,13,16,18,15,18
5:00,13,13,8,10,19,24,53,62,12,23,13,26,8,21
6:00,14,16,18,18,46,46,98,125,62,52,45,47,18,19
7:00,30,26,23,30,106,121,129,178,109,116,111,128,45,60
8:00,41,79,40,42,117,127,173,180,144,169,138,170,89,159
9:00,79,174,63,102,164,181,175,203,164,211,163,210,158,283
10:00,177,356,123,152,197,231,226,266,192,225,196,260,300,341
11:00,207,213,147,198,219,258,263,297,207,255,281,318,253,322
12:00,193,251,241,291,267,332,279,291,258,284,264,316,262,324
13:00,262,352,254,220,252,279,292,307,271,322,303,323,338,381
14:00,261,345,244,338,307,240,331,334,279,309,292,350,312,368
15:00,247,349,241,319,312,320,363,362,287,349,329,356,294,354
16:00,218,309,224,208,354,328,458,442,369,413,379,440,287,373
17:00,230,316,196,308,436,478,471,452,416,453,448,449,280,340
18:00,204,267,181,265,448,436,322,333,471,454,483,466,270,306
19:00,181,214,181,226,331,366,233,239,325,373,364,385,239,271
20:00,140,180,166,186,256,284,179,203,233,251,242,305,182,260
21:00,139,120,128,165,166,186,128,131,177,230,167,234,166,169
22:00,90,117,104,94,98,147,70,80,127,144,164,195,149,161
23:00,80,77,75,65,66,61,4315,4591,88,86,108,138,90,117
