176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 02 2014,,November 03 2014,,November 04 2014,,November 05 2014,,November 06 2014,,November 07 2014,,November 08 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,97,103,33,53,52,67,61,69,60,61,73,75,107,95
1:00,37,34,28,32,45,44,49,53,38,52,42,40,65,73
2:00,22,23,17,9,21,24,19,23,21,26,30,30,43,40
3:00,14,16,9,11,10,11,13,20,26,22,16,25,30,30
4:00,9,15,9,17,13,21,37,39,19,16,21,18,11,10
5:00,11,10,30,40,36,26,108,178,35,37,35,38,19,25
6:00,24,29,116,173,113,174,201,273,130,146,124,166,32,39
7:00,65,49,192,281,214,274,265,285,199,263,216,244,64,62
8:00,71,76,269,298,245,329,216,296,270,343,287,316,99,96
9:00,120,135,218,259,201,255,183,205,194,255,205,245,120,151
10:00,201,208,191,216,175,198,176,206,172,199,199,190,179,184
11:00,219,260,185,207,192,189,199,252,225,212,232,224,204,258
12:00,241,264,224,222,213,232,213,261,224,238,247,266,271,265
13:00,294,324,227,225,233,219,217,262,216,250,281,307,341,322
14:00,265,317,262,274,240,263,294,319,231,264,323,317,297,316
15:00,214,256,298,333,300,330,353,387,300,307,323,328,319,330
16:00,212,247,359,375,335,393,360,371,339,397,387,390,324,358
17:00,181,194,351,382,310,389,365,411,351,398,400,449,369,344
18:00,301,310,311,376,365,370,321,356,364,419,386,411,336,351
19:00,252,233,297,339,322,276,218,259,304,340,331,390,278,263
20:00,183,167,186,208,217,263,185,178,289,298,247,309,239,238
21:00,135,133,142,170,164,194,137,131,262,309,236,212,173,175
22:00,88,77,97,119,124,128,81,99,126,116,179,187,155,160
23:00,54,52,102,69,101,94,4271,4933,95,89,144,130,102,126
