176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 02 2014,,,November 03 2014,,,November 04 2014,,,November 05 2014,,,November 06 2014,,,November 07 2014,,,November 08 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,66,96,83,59,62,53,84,125,86,83,101,80,80,129,75,77,124,83,104,134,104
1:00,30,61,35,13,35,27,26,40,27,28,51,31,25,38,29,37,40,24,37,45,42
2:00,25,26,19,17,26,11,31,45,34,26,48,41,19,45,38,30,62,31,34,37,29
3:00,11,17,14,27,29,27,31,49,28,27,45,33,30,45,41,33,39,39,23,42,24
4:00,14,28,25,73,83,59,65,77,77,65,113,60,84,117,65,66,96,70,30,55,32
5:00,44,51,23,254,304,229,254,322,258,280,285,276,268,279,237,251,279,254,62,89,47
6:00,52,85,58,402,518,425,371,536,415,394,565,413,379,564,429,357,471,414,91,153,100
7:00,111,136,120,477,682,633,465,706,634,484,747,590,492,691,609,460,683,582,160,244,183
8:00,148,179,118,425,695,559,473,694,596,414,734,622,429,676,580,447,687,581,186,296,195
9:00,237,270,184,324,547,445,356,554,449,322,631,449,282,569,498,95,639,559,286,384,285
10:00,290,430,273,241,466,361,233,461,365,245,478,377,1,609,514,0,584,507,338,521,365
11:00,305,416,292,246,375,320,247,377,317,221,419,336,0,562,449,0,588,498,346,473,390
12:00,280,374,300,247,411,320,206,406,312,217,385,347,0,541,454,0,612,501,370,461,355
13:00,314,414,319,238,367,320,217,404,371,199,444,345,0,565,434,0,565,467,356,502,360
14:00,274,356,274,273,419,365,252,450,372,210,446,360,1,567,440,39,677,481,386,449,289
15:00,232,287,232,302,453,400,259,495,405,253,481,394,0,616,503,59,722,568,310,421,318
16:00,214,274,221,304,494,420,327,493,427,283,514,449,0,756,540,163,738,567,295,420,306
17:00,212,279,229,342,475,417,351,503,437,357,468,456,287,502,464,152,593,517,309,404,319
18:00,246,385,332,272,402,344,269,385,330,292,422,350,253,403,362,340,461,383,293,464,315
19:00,207,269,213,191,299,220,238,316,268,245,283,234,227,321,220,262,381,265,245,331,223
20:00,161,183,143,137,193,142,153,204,154,150,199,129,149,227,180,203,268,162,160,220,129
21:00,101,157,91,111,146,96,150,168,112,121,176,97,122,249,191,159,205,139,111,183,112
22:00,81,132,88,97,122,85,109,155,70,95,141,100,137,150,101,138,174,116,132,171,113
23:00,59,85,63,72,132,84,74,110,73,80,99,83,65,119,87,93,187,125,92,159,98
TOTAL,3714,4990,3749,5144,7735,6362,5241,8075,6617,5091,8275,6652,3330,9340,7540,3461,9875,7933,4756,6658,4733
