176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,November 30 2014,,,December 01 2014,,,December 02 2014,,,December 03 2014,,,December 04 2014,,,December 05 2014,,,December 06 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,73,81,60,43,47,49,74,113,78,83,114,86,79,125,97,89,127,89,111,137,109
1:00,35,42,30,28,23,19,28,41,27,39,29,26,21,45,19,32,47,25,37,57,36
2:00,24,32,15,18,26,15,36,45,28,24,49,22,31,52,34,31,49,34,46,48,37
3:00,20,18,21,20,33,21,31,35,37,29,40,32,26,45,40,22,42,30,17,36,31
4:00,21,30,27,72,97,68,60,115,78,58,109,75,71,110,76,81,117,83,22,50,35
5:00,34,38,14,246,268,215,290,281,211,254,301,232,257,277,244,240,255,238,62,80,65
6:00,50,80,45,380,460,383,397,487,401,373,506,406,379,497,410,353,484,403,110,131,100
7:00,70,123,84,485,702,546,447,708,582,462,699,576,515,674,623,456,702,588,193,254,200
8:00,90,125,94,466,688,605,472,659,601,496,662,618,481,712,665,464,665,610,216,299,230
9:00,145,208,142,375,534,462,403,571,443,375,549,461,340,548,434,376,562,469,291,352,288
10:00,259,393,252,323,458,376,322,434,377,315,436,373,351,440,385,290,485,380,361,443,330
11:00,276,395,291,127,197,163,284,369,328,318,393,369,315,376,322,290,407,354,375,431,370
12:00,305,345,232,303,401,326,284,375,307,272,361,325,286,377,331,273,414,406,371,458,361
13:00,337,391,275,338,365,341,290,381,303,274,376,326,306,346,324,287,369,357,348,444,349
14:00,353,391,287,388,380,342,341,371,337,273,396,368,260,429,378,327,411,358,380,455,356
15:00,347,417,273,379,515,405,358,442,412,305,488,404,283,431,383,365,426,434,344,408,309
16:00,301,359,260,339,462,418,380,436,417,373,479,445,347,456,434,353,493,471,342,401,300
17:00,255,380,234,336,460,420,365,503,437,362,470,444,388,447,445,391,496,463,329,439,370
18:00,210,324,228,283,412,312,298,459,360,332,432,342,330,439,363,344,461,393,318,434,352
19:00,200,277,172,233,322,230,227,307,245,246,309,251,251,337,249,279,370,290,262,350,244
20:00,155,213,114,168,199,130,160,223,132,179,205,151,173,204,172,191,268,194,161,192,164
21:00,112,141,96,118,153,85,121,153,104,136,158,130,134,174,121,149,195,148,105,191,111
22:00,89,129,80,95,118,84,109,142,88,112,125,72,133,136,79,147,173,93,116,158,115
23:00,62,77,52,72,105,72,70,123,71,71,110,84,99,119,108,106,154,91,107,156,108
TOTAL,3823,5009,3378,5635,7425,6087,5847,7773,6404,5761,7796,6618,5856,7796,6736,5936,8172,7001,5024,6404,4970
