176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 30 2014,,December 01 2014,,December 02 2014,,December 03 2014,,December 04 2014,,December 05 2014,,December 06 2014,
TIME,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26,LN 25,LN 26
0:00,127,61,65,75,79,90,110,96,110,100,111,111,141,128
1:00,66,50,28,24,69,37,59,26,55,26,57,35,91,55
2:00,43,13,25,8,46,25,49,16,39,22,65,16,62,40
3:00,37,24,31,13,23,16,37,17,34,21,36,22,40,24
4:00,17,15,29,26,42,35,48,37,37,39,36,49,33,22
5:00,30,8,104,124,96,121,109,117,112,107,103,122,54,34
6:00,64,63,255,281,254,298,262,288,256,290,246,292,75,87
7:00,54,35,322,315,323,316,319,327,342,331,298,289,88,68
8:00,33,28,290,224,293,196,292,209,285,228,287,251,77,45
9:00,49,25,248,175,242,187,242,183,246,181,261,199,107,71
10:00,92,57,238,148,261,128,227,129,199,157,203,146,159,103
11:00,119,86,113,83,318,130,212,182,214,189,234,157,197,146
12:00,170,104,260,207,281,195,248,221,240,182,239,211,256,159
13:00,218,163,289,236,283,231,295,256,290,247,304,228,273,221
14:00,225,159,337,349,305,320,356,306,329,336,329,340,295,241
15:00,254,223,377,446,362,402,410,437,365,422,408,424,316,273
16:00,246,168,435,373,441,395,468,453,445,412,436,405,282,210
17:00,271,177,532,437,516,480,528,436,487,437,512,468,308,228
18:00,292,196,443,489,548,419,538,417,563,475,532,425,344,241
19:00,200,142,203,524,459,352,433,348,431,333,418,334,262,217
20:00,183,114,247,178,294,240,295,223,286,217,311,220,257,170
21:00,140,98,176,120,229,159,250,155,260,171,239,183,212,147
22:00,89,88,157,97,159,124,194,154,188,129,251,139,197,138
23:00,109,101,120,127,127,136,138,133,144,155,163,161,183,150
TOTAL,3128,2198,5324,5079,6050,5032,6119,5166,5957,5207,6079,5227,4309,3218
