176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 30 2014,,December 01 2014,,December 02 2014,,December 03 2014,,December 04 2014,,December 05 2014,,December 06 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,84,84,41,43,65,75,71,65,71,73,77,70,105,124
1:00,39,40,21,29,32,45,36,59,29,46,38,59,61,74
2:00,24,24,11,20,31,24,19,25,37,22,25,23,35,37
3:00,18,23,5,13,11,16,16,12,16,22,16,25,28,21
4:00,9,24,16,22,16,16,11,19,14,19,14,24,12,23
5:00,12,13,29,54,36,46,24,44,33,36,32,34,15,18
6:00,26,23,127,170,133,165,128,170,132,184,113,156,35,37
7:00,31,29,189,234,178,246,202,243,207,247,197,225,73,79
8:00,47,51,258,299,267,319,271,275,275,306,271,307,97,120
9:00,75,77,217,253,224,254,240,267,232,257,108,369,132,146
10:00,133,128,178,191,168,189,159,173,172,193,105,260,167,178
11:00,180,179,108,115,186,201,175,215,199,216,121,294,185,198
12:00,222,234,148,288,223,202,228,212,212,244,225,247,242,274
13:00,264,287,175,303,244,231,212,249,224,255,216,268,289,293
14:00,282,298,203,301,258,263,148,310,209,239,252,319,309,284
15:00,287,272,263,387,299,320,248,372,227,382,326,343,297,360
16:00,270,275,297,477,406,417,378,387,244,459,373,402,311,260
17:00,275,298,348,386,399,397,376,425,341,407,368,426,303,358
18:00,317,327,346,269,352,415,373,429,395,435,352,429,356,371
19:00,194,252,383,140,313,335,334,355,303,347,360,394,286,299
20:00,174,205,224,249,225,249,245,275,229,258,291,316,227,239
21:00,143,145,182,198,161,195,195,212,185,204,228,226,182,201
22:00,66,90,115,134,124,146,135,139,140,175,163,198,165,171
23:00,65,66,69,87,85,91,86,86,99,96,140,148,151,139
TOTAL,3237,3444,3953,4662,4436,4857,4310,5018,4225,5122,4411,5562,4063,4304
