176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,November 30 2014,,December 01 2014,,December 02 2014,,December 03 2014,,December 04 2014,,December 05 2014,,December 06 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,126,78,83,44,108,70,106,59,112,68,115,71,156,111
1:00,95,48,53,26,61,35,71,32,65,35,70,43,124,79
2:00,63,39,29,14,35,11,46,12,43,24,46,20,57,35
3:00,41,27,27,12,18,14,25,18,36,22,34,24,60,40
4:00,34,19,34,16,56,15,40,16,33,13,45,22,31,34
5:00,30,9,55,25,51,26,60,32,60,35,51,32,31,25
6:00,48,26,127,56,132,56,131,69,137,68,130,66,52,38
7:00,59,37,207,147,225,152,225,140,253,174,222,164,121,70
8:00,108,56,297,221,292,260,291,246,316,264,320,264,184,130
9:00,181,89,297,279,304,267,337,266,312,321,334,280,286,191
10:00,296,233,342,272,350,273,338,227,318,257,386,267,367,260
11:00,349,353,169,152,328,338,335,241,354,283,384,259,438,307
12:00,383,279,409,275,409,313,422,292,410,313,448,374,501,339
13:00,530,372,460,345,478,342,425,305,433,310,472,416,535,416
14:00,523,358,475,377,478,354,503,349,460,335,490,438,587,453
15:00,498,324,563,493,460,452,557,496,567,441,548,540,546,415
16:00,497,313,697,569,692,583,691,586,661,566,726,652,536,404
17:00,494,341,834,789,837,754,789,746,800,808,807,744,606,455
18:00,501,329,767,694,885,776,840,766,851,808,859,759,558,496
19:00,398,237,685,608,695,577,744,577,695,597,751,591,526,404
20:00,335,247,411,286,459,354,434,319,457,356,500,375,275,377
21:00,238,169,311,203,348,257,372,283,336,272,441,287,325,265
22:00,194,124,230,154,254,190,261,179,268,201,334,249,269,205
23:00,144,79,147,91,156,116,173,111,176,141,244,191,255,197
TOTAL,6165,4186,7709,6148,8111,6585,8216,6367,8153,6712,8757,7128,7426,5746
