112 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,September 07 2014,,,September 08 2014,,,September 09 2014,,,September 10 2014,,,September 11 2014,,,September 12 2014,,,September 13 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,125,107,137,76,66,102,105,71,157,125,82,138,126,81,151,128,88,145,147,129,170
1:00,77,78,62,52,28,43,40,36,49,49,40,57,43,37,46,46,53,54,76,53,61
2:00,44,45,62,27,32,45,25,20,65,28,31,53,35,32,50,34,32,68,44,51,55
3:00,28,27,48,39,35,78,34,37,68,28,35,70,22,38,69,43,40,75,33,30,51
4:00,20,22,53,52,61,178,81,64,194,79,81,163,74,81,174,59,70,167,43,36,77
5:00,57,38,81,204,242,563,205,251,563,205,261,593,213,251,538,188,233,512,82,77,167
6:00,102,81,136,498,541,826,518,543,823,534,568,835,536,565,844,505,533,771,141,130,239
7:00,167,138,225,721,747,863,730,788,913,743,783,895,748,782,856,720,727,839,267,184,335
8:00,218,154,233,770,869,781,806,871,832,760,862,811,844,859,802,836,846,806,352,310,425
9:00,294,260,334,635,655,620,680,733,666,626,697,681,774,790,665,700,743,687,480,431,540
10:00,498,418,495,566,516,511,497,524,530,519,545,559,616,604,587,619,603,572,584,592,546
11:00,489,530,454,550,688,114,434,475,499,457,418,507,518,538,509,520,583,574,569,624,525
12:00,457,452,494,452,498,431,442,439,333,433,447,443,466,506,497,480,513,492,567,618,509
13:00,484,533,479,458,490,447,421,446,471,445,477,457,478,466,452,508,548,459,562,576,508
14:00,422,494,517,487,556,464,458,509,472,482,535,522,467,528,493,492,605,511,504,575,503
15:00,406,489,473,483,510,529,468,526,531,469,550,512,500,597,533,528,649,571,461,502,497
16:00,370,429,456,500,591,543,471,602,552,500,622,578,448,645,607,489,633,607,429,553,502
17:00,357,477,507,502,554,500,454,579,540,381,596,619,424,667,616,399,691,655,352,567,681
18:00,363,495,555,425,462,483,439,530,539,363,564,610,419,577,616,433,668,606,427,580,657
19:00,299,364,411,363,419,424,361,415,447,411,442,485,384,452,447,426,535,504,414,426,424
20:00,285,317,341,267,284,297,298,284,314,255,273,306,281,289,326,343,352,377,351,329,370
21:00,264,248,277,221,220,229,210,228,258,251,232,284,182,203,259,285,248,290,269,244,309
22:00,180,171,237,167,157,226,201,161,242,176,165,237,204,170,240,237,223,213,225,219,278
23:00,147,119,150,126,107,153,138,101,142,149,99,168,133,106,159,167,147,196,206,179,213
TOTAL,6153,6486,7217,8641,9328,9450,8516,9233,10200,8468,9405,10583,8935,9864,10536,9185,10363,10751,7585,8015,8642
