112 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 07 2014,,September 08 2014,,September 09 2014,,September 10 2014,,September 11 2014,,September 12 2014,,September 13 2014,
TIME,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74,LN 73,LN 74
0:00,48,101,26,38,40,42,45,44,34,44,36,50,52,74
1:00,29,41,3,12,20,18,11,27,18,26,7,18,33,37
2:00,18,27,9,7,15,15,7,12,10,7,6,16,16,33
3:00,11,11,5,6,8,11,6,7,13,7,5,12,6,12
4:00,7,24,7,13,2,25,9,20,7,19,9,19,18,18
5:00,5,11,21,35,18,31,16,36,20,44,11,33,4,12
6:00,5,15,41,64,48,77,42,88,46,74,51,76,20,32
7:00,22,45,118,167,140,160,139,164,128,174,123,161,21,54
8:00,39,62,214,228,221,243,212,241,216,239,196,227,69,102
9:00,84,221,137,203,137,220,161,234,159,242,185,327,97,192
10:00,107,212,150,239,142,194,139,215,153,226,146,239,138,244
11:00,151,283,171,251,147,268,137,206,174,270,182,321,157,335
12:00,139,286,200,298,188,308,183,299,173,288,196,319,197,355
13:00,171,305,207,320,183,307,198,327,192,330,219,375,211,386
14:00,186,321,199,305,200,292,208,325,205,324,223,351,225,386
15:00,202,290,221,286,192,279,218,274,220,317,225,338,209,330
16:00,167,234,262,312,236,305,252,296,231,322,252,343,184,287
17:00,191,288,239,337,231,346,207,304,228,311,254,376,205,313
18:00,173,283,254,343,229,299,233,309,211,328,270,370,200,288
19:00,128,221,224,378,187,303,186,297,172,281,208,326,141,235
20:00,115,171,136,228,156,230,149,224,167,233,168,278,118,206
21:00,91,131,100,137,125,167,110,172,113,183,134,184,95,151
22:00,56,102,59,87,68,107,67,93,71,99,87,103,82,118
23:00,51,56,48,61,53,66,56,78,61,70,71,93,57,79
TOTAL,2196,3741,3051,4355,2986,4313,2991,4292,3022,4458,3264,4955,2555,4279
