176 and Canyon
,Sunday,,Monday,,Tuesday,,Wednesday,,Thursday,,Friday,,Saturday,
,September 14 2014,,September 15 2014,,September 16 2014,,September 17 2014,,September 18 2014,,September 19 2014,,September 20 2014,
TIME,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50,LN 49,LN 50
0:00,200,137,105,67,129,61,118,74,120,84,119,82,194,135
1:00,144,90,64,37,67,34,75,32,71,44,75,50,167,109
2:00,79,50,41,24,48,24,49,26,51,26,59,24,89,60
3:00,72,34,34,16,32,15,32,13,40,14,42,16,59,37
4:00,46,29,38,14,58,18,58,15,40,12,40,19,41,25
5:00,33,25,60,17,61,34,57,24,70,30,72,22,47,19
6:00,58,29,133,63,128,73,116,59,131,77,133,62,76,31
7:00,81,33,224,139,224,153,237,158,242,140,241,150,113,59
8:00,170,85,296,232,314,237,306,220,292,260,308,228,198,111
9:00,279,136,352,279,337,224,339,226,333,274,358,286,328,189
10:00,367,215,333,250,293,226,345,236,332,237,347,263,370,245
11:00,458,301,377,257,363,252,386,250,336,226,396,298,473,337
12:00,523,328,439,316,427,295,419,273,395,309,444,340,503,375
13:00,596,463,434,355,434,354,456,292,397,286,461,372,540,426
14:00,536,389,462,358,463,313,462,318,479,334,513,420,544,431
15:00,460,303,504,451,510,429,533,448,514,405,585,517,571,451
16:00,401,279,607,508,645,549,637,520,645,589,691,606,590,414
17:00,456,345,753,745,754,703,794,721,725,684,643,746,576,405
18:00,534,359,810,744,824,808,800,758,810,775,818,715,578,401
19:00,474,294,692,582,657,552,656,509,666,573,744,521,532,354
20:00,408,284,471,346,488,365,480,358,515,395,514,377,476,334
21:00,321,216,346,260,334,281,392,278,373,276,422,314,405,286
22:00,240,159,201,164,278,189,294,222,267,202,323,259,335,239
23:00,150,90,177,121,174,106,176,116,198,109,306,210,239,175
TOTAL,7086,4673,7953,6345,8042,6295,8217,6146,8042,6361,8654,6897,8044,5648
