176 and Canyon
,Sunday,,,Monday,,,Tuesday,,,Wednesday,,,Thursday,,,Friday,,,Saturday,,
,September 14 2014,,,September 15 2014,,,September 16 2014,,,September 17 2014,,,September 18 2014,,,September 19 2014,,,September 20 2014,,
TIME,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3,LN 1,LN 2,LN 3
0:00,88,102,67,46,56,37,88,117,88,92,127,88,92,111,89,88,112,93,111,138,118
1:00,38,78,50,21,54,26,38,35,24,32,34,22,43,30,27,30,48,28,48,71,47
2:00,29,46,28,20,33,12,32,49,29,19,47,37,28,42,31,27,44,35,39,35,40
3:00,17,31,23,29,35,17,16,36,27,25,30,35,26,41,35,32,43,41,20,34,31
4:00,18,26,19,64,102,47,72,99,69,66,108,70,59,97,82,64,96,47,21,60,23
5:00,37,60,31,232,299,217,230,284,254,247,288,221,227,291,247,246,274,234,59,78,64
6:00,62,103,53,373,484,391,376,501,414,399,514,436,399,538,428,367,494,393,96,142,87
7:00,96,132,106,500,675,550,483,695,584,448,705,560,455,718,573,471,617,579,156,222,160
8:00,117,179,113,446,708,610,465,738,593,411,664,603,478,679,603,477,675,597,244,264,235
9:00,174,278,201,376,524,446,385,498,445,369,512,454,378,555,473,368,541,444,315,379,270
10:00,288,520,311,328,468,431,327,446,371,300,434,343,338,404,383,307,473,403,339,444,327
11:00,296,487,331,329,429,375,254,413,352,303,385,344,289,370,331,332,434,382,379,419,340
12:00,313,393,310,294,378,373,318,374,323,316,382,334,269,370,334,304,430,368,360,455,352
13:00,360,440,353,312,396,346,299,360,329,277,375,373,326,380,386,304,388,364,315,411,355
14:00,328,358,307,321,388,360,300,374,341,306,361,335,316,394,389,341,414,402,349,482,364
15:00,310,328,259,383,477,423,339,463,424,314,455,403,338,457,407,392,506,417,350,440,331
16:00,255,343,243,313,403,460,340,458,402,390,442,436,404,464,429,434,544,470,419,451,293
17:00,366,427,318,5,17,886,374,466,467,347,468,433,369,469,436,371,472,442,381,430,296
18:00,279,370,292,332,368,426,326,382,359,292,411,373,311,399,350,406,464,424,360,404,290
19:00,232,288,248,262,279,268,272,273,253,275,314,288,272,315,309,319,372,300,294,324,260
20:00,203,256,187,173,227,176,203,211,180,155,239,164,195,249,201,223,286,208,197,285,209
21:00,149,216,143,143,182,121,149,172,119,133,189,121,152,177,135,142,219,160,157,220,165
22:00,121,150,113,109,150,96,98,157,95,93,141,111,100,147,106,144,209,167,152,190,129
23:00,79,77,56,74,115,71,91,121,69,105,114,84,73,120,76,120,156,133,85,149,96
TOTAL,4255,5688,4162,5485,7247,7165,5875,7722,6611,5714,7739,6668,5937,7817,6860,6309,8311,7131,5246,6527,4882
